Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
KEN,2.79,41.98,0.7,4.8,,,,,21.8,36.8,15.52,5.83,39.6,0.89,,1.75,0.56,24.49,2.1,1.19,111.98,34.83,,1.54,,,15.52,,,,,,,2.68,,0.25,,,26.89,,,,,50.66,17.59,0.68,,,,,5.64,1.24,,,,1.75,,,,,,,,,,3.95,,,0.72,1.86,2.1,,,,,,1.44,,,4.54,,,7,1264362880.0,Electric Utilities,Utilities
KEP,1.96,48.71,,,,,,,14.7,49.26,,,48.88,0.42,,0.09,0.04,7.22,0.42,155.5,85.09,39.05,7.55,3.66,,,,18,7.76,,,3.86,0.1,1.54,5.56,0.15,,,,3.47,,,3.64,8.91,76.34,1.91,,,2.95,,7.32,0.34,4.5,4.78,,0.14,,,,,,0.58,0.48,,,1.12,13.81,,,0.35,0.28,1.11,4.27,4.17,7.51,,2.36,,,,,,5,8722276505.639507,Electric Utilities,Utilities
KEX,46.09,48.23,0.8,1.9,,,17.6,,12.5,57.83,,44.66,49.9,3.11,,0.08,0.04,116.85,1.7,71.01,39.88,60.3,1.91,0.38,,,,18.94,12.3,36.86,,11.09,2.4,2.48,5.28,0.56,6.72,3.17,,22.06,,28.76,7.21,89.26,24.21,7.73,,,8.72,,12.69,2.08,24.81,24.85,,2.13,,,,,32.08,1.64,1.29,,,11.22,17.97,,1.52,2.43,1.05,4.87,11.46,8.26,8.75,,5.89,,6.68,53.11,,,8,5056904873.000001,Marine Shipping,Transportation
KEYS,,36.43,2,14.4,,14.3,36,12.5,11,37.51,,,35.14,5.33,,0.83,0.81,127.86,1.99,195.19,56.21,60.37,1.47,0.42,,,,19.15,15.81,24.5,17.24,15.37,4.1,4.25,5.22,0.55,17.24,3.99,,21.26,24.41,,,154.0,64.16,13.67,,,15.71,,20.9,4.55,27.86,17.71,,4.47,,,,,25.45,2.95,1.06,,,21.45,34.96,0.71,1.66,11.07,1.48,9.17,59.65,16.24,16.93,,13.37,,3.27,33.65,,,10,23592569603.0,Electronic Equipment/Instruments,Electronic Technology
KFRC,3.93,41.94,4.2,0.1,21.6,5.7,10,,6.3,29.61,5.61,,36.84,10.85,,,,63.59,2.33,,15.45,60.59,0.67,0.31,,0.55,2.34,17.22,16.05,16.3,17.96,13.67,0.9,0.87,5.81,0.46,5.35,6.28,2.41,21.26,15.45,,,61.09,27.48,,,,3.56,,5.07,7.39,23.77,23.77,2.03,0.84,,0.69,1.07,,15.76,3.31,1.26,,28.64,14.33,20.79,2.53,1.09,10.34,2.33,14.09,43.27,28.39,30.02,,20.1,,6.15,18.93,,,10,1173844471.9999998,Personnel Services,Commercial Services
KFY,28.42,45.39,1.3,9.6,36.6,9.4,19.7,2.6,16.8,38.7,4.22,16.14,41.94,2.86,,1.05,1.71,68.33,1.79,,54.17,75.33,1.79,0.33,,0.23,1.77,12.94,9.8,13.78,8.3,7.07,1.15,1.13,7.73,0.47,8.19,6.35,1.77,14.43,23.62,13.88,4.02,59.68,88.09,13.42,,,6.05,,10.07,2.05,21.22,15.43,0.94,1.23,,0.66,0.51,,15.54,1.82,1.01,,,12.48,16.43,0.99,0.76,4.83,1.79,4.84,73.83,9.15,10.04,,10.72,,3.47,23.48,,,10,2481333982.0,Personnel Services,Commercial Services
KGC,81.3,55.68,0.8,,27.9,,,,2.6,63.18,1.29,85.69,56.85,1.16,,0.32,0.23,8.99,1.27,129.41,20.22,23.27,1.04,0.32,,0.29,1.29,13.97,6.27,18.48,12.28,5.87,2.57,2.77,7.16,0.59,15.15,6.2,1.29,15.89,1.34,23.53,3.81,6.89,27.83,12.81,,,10.94,,19.6,1.75,22.48,21.93,73.1,2.5,,,,,16.32,1.31,1.56,,,6.22,9.54,,1.22,1.75,0.52,4.7,10.45,9.57,8.11,,5.46,,4.47,899,,,5,6358967665.041489,Precious Metals,Non-Energy Minerals
KGS,41.34,59.83,,,,,,,,71.58,5.96,11.95,63.28,1.3,,0.04,0.01,26.1,1.11,50.87,40.53,50.93,4.08,1.63,,1.42,5.96,15.88,9.46,68.45,,,3.73,4.94,6.3,0.35,7.22,2.56,6.31,17.98,,127.26,15.97,0.0,37.47,1.34,,,7.15,,27.76,1.98,33.31,54.68,,2.42,,,,,28.68,2.47,,,,7.01,,,,2.81,0.76,1.93,10.66,8.98,6.6,,5.36,,12.78,,,,3,1051380000.0000002,Oilfield Services/Equipment,Industrial Services
KHC,,51.02,0.1,,,17.3,1.1,,0.4,36.96,3.36,,47.59,1.08,,0.12,0.05,34.57,1.01,77.81,95.36,30.04,4.25,0.41,,0.54,4.63,16.31,12.86,20.69,11.18,9.43,2.27,2.29,6.13,0.55,11.08,7.06,4.63,12.84,2.66,4.28,0.89,36.76,34.54,5.76,,,7.3,,19.96,0.84,21.9,11.51,,1.59,,,,,14.4,,,,,10.22,26.43,,0.62,,0.53,2.14,53.03,4.5,3.89,,4.28,,5.88,22.45,,,9,41086453823.99999,Food: Major Diversified,Consumer Non-Durables
KIM,1.03,59.4,,5.8,19.9,,11.4,8.2,5.6,54.47,3.47,5.54,57.35,1.2,,0.5,0.02,21.86,1.69,,144.47,45.28,6.49,0.74,,1.68,4.34,35.07,18.59,23.72,33.47,17.16,12.9,11.74,2.85,0.54,49.51,6.39,4.37,49.54,1.62,,5.95,21.93,68.73,2.22,,,19.2,,32.27,1.39,40.48,38.69,,7.39,,,,15.76,14.96,1.55,1,,,14.96,,,0.95,1.39,1.69,1.96,457.69,3.46,3.66,,2.77,,1.99,15.96,,,10,11703391589.0,Real Estate Investment Trusts,Finance
KKR,78.87,50.08,,6.9,7,,,44.8,29.4,49.18,0.66,15.5,48.61,0.97,,2.19,2.28,115.81,4.1,,71.43,4.89,4.78,2.32,,1.54,0.59,3.43,3.43,4.57,16.96,16.43,4.74,1.68,29.15,0.06,36.87,7.87,0.61,23.21,,120.45,,105.37,22.16,0.6,,,18.17,,9.05,4.61,26.58,259.06,,4.86,,,,,13.2,9.3,0.99,,,13.05,14.43,,,7.31,4.1,1.23,756.13,3.8,18.25,,0.78,,,39.14,,,9,56967496882.0,Investment Managers,Finance
KLIC,1.37,37.97,2.9,19.2,16.6,9.1,15.7,19.8,9.5,40.53,5.08,9.54,36.96,7.41,,3.63,15.18,41.53,6.1,168.27,42.88,93.98,,0.04,,11.29,1.88,,,31.13,,16.07,2.64,2.31,,0.77,7.42,2.38,1.91,21.45,26.73,,12,35.82,38.08,,,,,,,2.34,,593.29,31.56,3.27,,23.87,1.73,,43.91,8.36,1.53,7.16,3.12,30.74,,,0.95,2.65,5.05,,,,,,,,7.19,20.16,,,10,2681352121.0,Industrial Machinery,Producer Manufacturing
KMI,13.55,52.98,0.7,,2.7,5.2,16.2,13.9,9.9,50.46,7.99,21.85,51.2,0.9,,0.02,,20.92,0.37,28.11,63.69,33.61,4.85,1.04,,1.06,5.44,18.46,11.95,19.58,13.51,9.59,4.88,5.07,5.42,0.43,25.92,8.57,5.49,15.9,8.23,8.42,7.77,16.84,53.61,2.29,,,15.93,,27.48,1.53,19.02,19.51,24.39,3.03,,,,,11.67,2.19,1.09,,,7.17,9.82,,0.82,5.53,0.28,3.49,11.48,6.58,8.06,,4.58,,5.61,30.25,,,10,38034780704.0,Oil & Gas Pipelines,Industrial Services
KMT,,47.22,1.3,2.5,,27.9,21.2,,4,40.25,3.29,,44.66,2.88,,0.31,0.21,24.45,2.41,141.96,50.29,53.24,2.18,0.48,,0.53,3.29,14.1,8.81,12.84,12.55,7.17,1.16,1.18,7.09,0.5,8.28,9.85,3.29,15.9,8.67,17.6,2.3,28.18,30.64,6.89,,,5.34,,8.91,1.54,17.85,16.3,,0.94,,,,,10.49,1.25,0.82,,,6.66,17.39,,0.99,2.14,1.17,4.33,11.37,8.12,8.62,,6.62,,8.53,78.87,,,7,2028012214.9999995,Industrial Machinery,Producer Manufacturing
KMX,,39.74,1.1,12.9,,2.5,,,13.4,27.12,,11.57,33.73,1.79,,0.11,0.01,76.82,2.5,59.63,14.14,3.49,11.97,3.13,,,,22.72,18.96,326.1,41.05,31.22,1.19,1.18,4.4,0.23,0.36,0.78,,25.37,,19.27,2.72,72.91,10.35,,,,1.55,,,1.95,30.01,30.01,,0.45,,,,,131.59,1.63,0.62,,,23.21,,,37.84,1.99,0.6,1.48,17.95,5.38,6.7,,,,,15.81,,,10,13169368867.0,Specialty Stores,Retail Trade
KN,12.04,41.33,0.9,,,4.1,9.5,3.7,,38.35,,21.65,38.78,1.75,,0.47,0.31,17.41,2.36,144.49,40.75,58.96,,0.36,,,,,,13.26,,,2.02,2.13,,0.64,16.03,8.49,,27.02,10.83,,,18.67,38.34,3.82,,,,,7.15,1.98,,16.41,,1.93,,,,,12.06,2.02,1.01,,,10.74,,,1.07,5.41,1.3,,,,,,4.76,,,,,,6,1298803699.0000002,Electronic Components,Electronic Technology
KNF,51.22,46.3,,,,11.8,7.4,29.8,9.1,43.79,,15.46,44.28,3.87,,0.04,0.02,73.29,2.51,55.95,21.9,36.84,1.62,0.56,,,,15.14,10.77,31.18,,10.31,1.67,1.68,6.61,0.48,5.39,3.76,,20.55,,14.24,5.32,0.0,19.65,5.41,,,6.88,,10.8,3.17,20.98,20.98,,1.44,,,,,26.69,1.96,,,,13.07,,,,4.09,1.49,7.53,18.17,14.14,16.15,,10.49,,2.4,,,,4,2837361362.0000005,Construction Materials,Non-Energy Minerals
KNSA,24.04,61.93,,10.8,,49.7,,,,60.6,,6.8,60.45,9.78,,2.6,19.19,25.72,3.57,148.67,23.87,18.39,,0.03,,,,,,52.6,,,,4.7,,0.8,8.94,1.68,,,,,36.73,28.65,79.31,,,,,,,4.13,,,,5.4,,,,,59.51,,,16.38,9.46,59.23,,,,4.37,3.16,,,,,,,,,,,,2,1202660597.9999998,Pharmaceuticals: Major,Health Technology
KNTK,19.97,46.6,,,,,,,,49.44,7.36,32.6,46.36,0.54,,0.03,,40.69,0.75,,12.33,57.18,4.67,,,1.61,7.36,13.09,7.94,15.6,8.92,6.16,3.63,4.26,7.64,,27.33,15.45,7.36,23.31,,,16.89,0.0,36.17,0.88,,,32.96,,13.66,,15.9,21.93,,1.7,,,,,6.2,,,,,3.68,,,,,0.75,7.04,15.38,7.25,,,5.82,,6.15,,,,3,5044999250.0,Oil & Gas Pipelines,Industrial Services
KO,4.14,62.52,,10.3,3.9,6.9,14.6,3.9,11.4,52.59,3.22,7.33,60.28,4.39,,0.65,0.43,68.46,1.08,91.74,319.44,30.89,2.81,1.7,,0.66,2.74,21.97,20.44,35.19,22.98,21.21,6.95,6.86,4.55,0.26,19.49,3.07,2.82,26.69,8.84,6.41,3.66,67.06,60.53,7.74,,,22.92,,26.32,11.41,27.72,24.06,3.44,6.36,,,,,32.71,,1.11,,,26.73,35.68,4.31,2.47,,0.92,10.77,155.53,19.88,40.78,,13.13,,2.76,32.91,,,10,250552555809.00003,Beverages: Non-Alcoholic,Consumer Non-Durables
KOF,7.62,49.84,,8.1,,,,,,50.3,1.97,,50.11,2.8,,0.58,0.54,88.48,1.14,31.15,64.75,21.34,1.87,0.56,,0.41,1.97,9.93,9.93,16.8,10.58,7.98,1.51,1.39,10.07,0.45,8.42,6.78,1.97,17.06,,98.33,5.79,101.46,45.65,8.23,,,8.2,,14.02,2.8,15.11,14.23,,1.32,,,,,125.13,2.94,0.97,,,64.24,111.8,1.4,9.78,12.86,0.95,7.72,45.67,16.93,17.28,,10.47,,0.01,25.35,,,9,4160125241.845356,Beverages: Non-Alcoholic,Consumer Non-Durables
KOS,,39.28,,27.4,,63.1,,8.4,21.3,47.22,,2.35,40.01,0.68,,0.27,0.07,4.92,0.73,65.14,112.98,18.62,2.61,2.27,,,,8.62,4.75,,,4.12,2.76,2.48,11.6,0.21,,,,6.98,12.4,8.85,8.98,6.28,51.5,9.03,,,13.57,,43.74,2.02,9.21,5.14,0.33,1.24,,,,,,0.68,0.56,,,2.26,348.57,0.35,,2.03,0.5,5.07,12.83,12.19,25.08,,10.18,,,,,,3,3303585453.0,Integrated Oil,Energy Minerals
KR,7.17,47.3,1.7,8.5,17.4,1.3,11.1,,6.8,30.85,4.58,15.19,41.92,4.4,,0.25,0.21,52.61,0.86,22.33,28.85,4.78,2.77,1.55,,0.24,2.2,16.82,7.71,25.67,11.54,6.83,0.36,0.36,5.95,0.24,1.39,5.5,2.41,12.19,13.26,,1.2,49.74,22.26,7.19,,,1.43,,1.96,3.06,17.96,11.24,3.04,0.26,,0.56,0.71,,18.22,1.46,1.11,,,6.06,11.53,1.74,1.01,4.28,0.46,4.23,10.01,9.27,18.74,,5.28,,2.21,17.03,,,10,33245970572.0,Food Retail,Retail Trade
KRC,,42.36,,2.2,3.1,5.9,8.7,,6.8,30.34,7.81,5.95,37.48,0.69,,1.32,0.17,33.26,2.07,,389.67,3.89,7.42,0.97,,1.29,6.48,22.86,11.63,109.08,26.51,12.28,9.02,7.4,4.37,0.47,6.78,1.93,6.48,23.28,,,2.01,39.53,67.33,2.31,,,17.91,,28.68,0.72,19.8,19.8,5.66,3.48,,0.58,4.16,7.18,52,0.8,0.37,,,6.82,,,,0.72,2.07,1.75,217.71,3.37,3.67,,3.08,,,11.79,,,10,4239709793.0,Real Estate Investment Trusts,Finance
KRG,,54.78,,3.6,17.4,10.8,,19,5.7,47.97,2.92,7.21,52,0.82,,1.19,0.09,24.38,2.06,,340.44,35.11,6.43,0.95,,4.9,4.06,91.42,16.43,30.82,,13.75,,9.98,1.09,0.49,32.39,5,4.25,114.89,8.45,41.17,2.95,22.59,74.42,1.34,,,,,18.52,1.56,,161.46,41.4,6.49,,,,11.68,19.97,3.44,1.16,,,13.08,20.13,,1.32,1.65,2.06,,285.15,1.32,,,2.35,,4.87,,,,4,5052162123.0,Real Estate Investment Trusts,Finance
KRNT,,57.35,,13.9,,,,,,58.16,,,58.26,8.86,,9.78,22.49,16.92,13.84,201.29,19.16,151.18,,0.02,,,,,,,,,,1.81,,0.93,,,,,,,7.05,18.48,34.4,,,,,,,1.02,,,,3.91,,,,,,,,2.2,1.48,225.64,,,1.53,1.07,12.22,,,,,,,,6.15,,,,6,1042525312.0,Industrial Machinery,Producer Manufacturing
KROS,32.4,40.73,,,,,,,,30.43,,,36.46,28.02,,19.1,29.08,44.62,20.37,,,167.46,,0.03,,,,,,,,,42.85,4762.31,,0.93,,,,,,5.28,457.97,0.0,,,,,,,,3.85,,,,5605,,,,,,,,4.34,4.05,,,,,3.83,20.37,,,,,,,,,,,,,1078553637.0,Pharmaceuticals: Major,Health Technology
KRP,16.14,39.63,,19.9,25.8,,,,2.9,40.8,13.53,12.45,38.45,3.28,,1.98,0.12,15.76,5.68,,11.68,64.91,1.19,0.26,,2.77,11.73,16.24,6.77,,11.8,8.21,3.61,4.71,6.16,0.84,,,10.65,21.27,,,8.92,12.56,52.4,4.02,,,15.59,,35.48,1.23,32.94,24.1,,5.43,,,,,,1.15,,,,7.79,57.7,,4.35,1.23,5.68,4.05,7.87,7.62,5.47,,8.9,,,,,,3,2907565381.0,Investment Trusts/Mutual Funds,Miscellaneous
KRYS,70.77,43.77,,23,,,,,,43.8,,86.82,40.98,41.34,,7.79,72.8,187.47,9.5,280.98,150.17,110.37,0.06,0.01,,,,41.58,39.48,,52.62,52.62,15.07,28.55,2.41,0.91,,,,85.71,,,120.67,0.0,93.07,,,,63.73,,2.42,6.31,50.39,110.29,,32.51,,,,,,5.65,,11.19,8.91,,285.02,,568.09,6.42,9.33,13.03,60.86,14.79,13.85,,1.63,,,,,,1,3364060183.0,Biotechnology,Health Technology
KSS,,37.26,11.2,2.3,41.6,49.2,,,15,29.73,8.22,,34.55,1.82,,0.08,0.03,19.53,1.21,121.05,48.96,,5.39,1.99,,0.81,10.24,14.37,6.74,12.62,17.63,7.34,0.56,0.55,6.96,0.27,4.36,34.72,10.24,12.9,25.9,,,30.07,39.99,1.93,,,1.6,,3.83,0.57,7.88,7.88,39.4,0.12,,,,,2.89,0.45,0.3,,,1.62,2.74,,0.2,0.57,0.19,1.88,5.82,5.86,7.3,,4.83,,15.33,4.93,,,8,2523704313.0000005,Department Stores,Retail Trade
KT,8.59,52.86,,5.4,13.2,3.1,8.1,8.8,2.3,49.97,15.34,,51.77,1.44,,0.27,0.37,14.2,1.08,34.44,109.34,48.37,1.7,0.7,,0.55,7.53,9.58,2.59,9.3,9.02,2.81,0.57,0.59,10.44,0.34,6.46,18.34,5.13,7.78,13.48,4.86,2.41,12.65,66.44,6.12,,,4.04,,6.69,0.66,8.69,7.34,1.67,0.35,,0.3,0.34,,5.63,0.47,1.08,,,1.75,7.28,1.13,0.57,0.66,1.01,2.52,10.34,5.52,6.58,,3.97,,10.39,,,,9,6219849480.08417,Major Telecommunications,Communications
KTB,37.6,53.6,0.9,65.3,26.4,31.3,56.1,21.8,8.1,51.9,2.8,6.54,53.49,4.74,,0.6,0.28,70.74,2.74,136.57,47.24,30.44,2.27,2.2,,0.45,2.8,14.11,12.55,12.09,11.62,10.5,1.71,1.75,7.09,0.23,14.44,9.51,2.83,14.64,26.37,8.01,1.94,47.28,43.22,7.99,,,9.35,,12.51,10.59,16.51,15.98,2.28,1.55,,,,,10.72,4.41,,,,9.98,11.53,0.84,1.4,27,1.43,14.69,46.28,25.5,66.66,,24.41,,5.77,,,,8,2509318510.0,Apparel/Footwear,Consumer Non-Durables
KTOS,28.27,35.96,,0.1,,3,,2.9,8.1,15.66,,18.03,28.28,3.58,,1.13,1.37,19.84,3.13,67.26,26.28,40.28,2.39,0.17,,,,63.99,30.6,1107.58,118.19,,2.54,2.56,1.56,0.69,0.23,0.09,,157.05,,19.01,10.26,17.97,26.07,3.11,,,0.89,,3.89,2.25,283.43,66.13,,2.44,,,,,522.12,3.54,1.22,,11.21,40.41,,,3.32,4.26,2.56,0.58,12.71,3.1,0.91,,1.71,,,,,,3,1869664206.0,Aerospace & Defense,Electronic Technology
KVUE,,69.34,,,,,,,2.9,74.54,3.73,,72.56,2.31,,0.17,0.12,21.34,0.99,105.42,135.04,50.37,3.39,0.85,,0.66,3.73,24.93,18.88,27.09,14.42,16.41,3.06,3.1,4.01,0.39,11.44,4.38,3.84,20.68,,,2.76,0.0,57.51,5.2,,,7.23,,16.49,3.97,36.36,17.29,,2.62,,,,,22.85,,,,,17.23,,,,,0.68,4.11,98.67,8.9,10.37,,8.85,,,,,,4,40634060638.0,Household/Personal Care,Consumer Non-Durables
KW,,49.66,0.6,,2.9,,,6.3,7.8,45.67,9.96,4.02,47.92,0.12,,0.65,0.07,10.36,1.28,,30.8,59.53,93.91,3.13,,,8.11,,126.83,,,,,12.77,,0.22,,,4.64,,,,,15.8,67.52,0.3,,,,,14,1.62,,,,2.59,,,,,,,0.64,,,17.2,,,,1.67,1.28,,,,,,0.95,,26.12,18.84,,,9,2305524598.0,Real Estate Development,Finance
KWR,3.28,32.73,,1.3,4.3,27.4,17,14,10.9,21.94,1.38,,27.3,2.88,,0.54,0.25,160.12,2.63,76.71,58.51,85.3,2.51,0.54,,0.22,1.14,15.6,11.3,16.74,13.22,10.02,1.79,1.8,6.41,0.52,10.77,7.1,1.21,18.49,23.91,13.69,3.26,187.44,37.64,4.92,,,6.56,,12.05,2.06,23.27,19.89,1.48,1.53,,,,,14.13,15.01,0.71,,,12.13,13.43,0.87,1.25,254.16,1.94,4.55,32.73,9.21,9.05,,6.58,,6.95,36.23,,,9,3045099078.0000005,Chemicals: Specialty,Process Industries
KYMR,110.97,53.95,,3.6,,0.9,7.2,,,54.11,,20.75,52.69,10.26,,8.21,5.78,43.0,8.45,,,61.83,,0.13,,,,,,,,,36.45,24.88,,0.83,,,,,,,,34.52,,,,,,,,3.82,,,,30.47,,,,,,,,7.18,6.89,,,,,3.87,8.45,,,,,,,,,,,,,1055604346.9999998,Biotechnology,Health Technology
LAC,,30.54,,,,50.2,4.4,,,18.47,,,26.05,,,6.67,,,6.94,,,,,,,,,,,,,,,,,,,,,,,43.83,,,,,,,,,,0.86,,,,,,,,,,,,3.27,3.09,,,,,0.94,6.94,,,,,,,,1.57,,,,,3364295763.429374,Other Metals/Minerals,Non-Energy Minerals
LAD,,54.64,,31.2,16.3,25.4,26.5,,27.3,47.68,1.24,,53.24,2.34,,0.1,0.05,284.49,1.19,65.76,4.12,3.33,7.34,2.22,,0.06,0.74,13.19,10.83,,16.72,13.99,0.57,0.62,7.58,0.27,,,0.76,9.24,21.83,,12.09,339.34,15.98,3.62,,,2.52,,4.65,1.2,9.19,9.04,0.29,0.23,,0.26,,,,1.35,0.81,,,,,0.36,1.04,4.53,0.3,4.22,17.46,10.66,13.88,,6.44,,,12.56,,,10,8103635454.000001,Specialty Stores,Retail Trade
LAMR,30.54,47.73,,,26,14.8,23.2,5.6,10,53.05,6.23,12.39,48.48,1.7,,0.07,0.02,117.8,0.41,,9.46,52.36,4.69,3.88,,1.04,4.34,23.76,16.62,23.32,,,,7.62,4.21,0.18,32.67,5.86,4.42,71.69,13.26,9.47,4.44,110.77,66.91,3.84,,,23.35,,31.66,10.07,23.89,24.08,3.3,5.55,,1.08,1.21,15.03,17.05,,1.19,,,14.33,18.31,2.92,1.72,,0.41,7.7,23.42,12.12,42.39,,9.77,,3.39,27.72,,,10,8717608872.0,Real Estate Investment Trusts,Finance
LANC,,49.9,,3.2,6.8,0.4,,15.5,11,43.01,2.62,,48.46,16.23,,0.87,14.32,193.39,2.32,40.9,30.05,22.15,0.04,0.01,,0.6,1.84,24.45,19.2,25.75,27.43,,2.71,2.69,4.09,0.78,10.45,3.68,1.87,27.95,3.49,13.81,3.27,200.02,22.84,,,,7.1,,11.01,5.83,40.12,33.18,66.36,2.84,,2.66,1.07,,27.12,3.34,0.96,,29.3,20.47,40.14,,2.82,7.56,1.47,11.62,33.02,21.32,14.99,,18.18,,2.13,35.42,,,10,4748579979.000001,Food: Specialty/Candy,Consumer Non-Durables
LAUR,5.87,45.99,8.5,,,,,11.8,24.4,44.31,,18.72,44.92,2.52,,0.34,0.21,14.82,0.76,,11.69,41.85,1.28,0.66,,,,7.43,5.71,15.19,,,,1.74,13.46,0.45,11.46,7.84,,11.97,,15.11,7.1,16.27,26.02,18.62,,,12.64,,22.51,2.46,11.86,11.57,,1.5,,,,,13.17,2.92,,,,9.52,18.32,,1.23,16.47,0.76,9.19,39.68,21.35,20.61,,9.42,,4.69,38,,,7,2186935923.9999995,Miscellaneous Commercial Services,Commercial Services
LAZ,19.91,51.78,5.9,,2.1,,,,7.2,45.98,5.03,11.55,48.94,2.21,,2.25,0.44,44.88,3.88,,,91.78,7.73,5.18,,1.05,4.45,19.93,17.35,12.35,11.51,9.29,1.83,1.89,5.02,0.1,15.32,10.67,4.45,20.42,,80.21,10.68,36.97,31.65,2.73,,,5.55,,7.97,8.82,28.95,23.61,,1.54,,,,,9.61,8.1,0.84,,,9.01,,,0.72,62.33,3.88,3.45,35.69,6.97,39.16,,7.49,,3.95,11.3,,,9,3777664028.0,Investment Banks/Brokers,Finance
LAZR,,29.93,,,,18.1,,,23.1,19.21,,,24.35,,,2.33,0.24,0.98,3.32,41.43,58.05,94.12,,,,,,,,,,,10.53,12.48,,,,,,,,39.51,99.58,10.5,,,,,,,,,,,,5.02,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,1994841025.0,Auto Parts: OEM,Producer Manufacturing
LBRDA,,55.22,9.9,,,59.9,19.5,,188.5,34.56,,,49.56,1.69,,0.4,0.02,62.35,1.68,,,70.17,2.52,0.4,,,,10.1,8.59,,121.38,43.02,14.5,12.8,9.9,0.59,,,,6.36,18.54,18.04,1.04,94.72,,0.39,,,81.86,,8.46,0.94,11.12,10.84,0.12,9.11,,,,,,0.76,0.09,,,59.48,7.77,0.44,1.58,1.18,1.68,5.11,108.48,8.02,8.87,,0.42,,1.43,13.75,,,8,13431656973.999998,Wireless Telecommunications,Communications
LBRDK,,56.55,9.9,,,59.9,19.5,,188.5,35.12,,,50.68,1.69,,0.4,0.02,63.46,1.68,,,70.17,2.52,0.4,,,,10.1,8.59,,121.38,43.02,14.5,12.8,9.9,0.59,,,,6.36,18.54,18.04,1.04,96.46,,0.39,,,81.86,,8.46,0.94,11.12,10.84,0.12,9.11,,,,,,0.76,0.09,,,59.48,7.77,0.44,1.58,1.18,1.68,5.11,108.48,8.02,8.87,,0.42,,1.43,13.75,,,8,13431656973.999998,Wireless Telecommunications,Communications
LBRT,26.8,44.86,,14.9,63.9,456.6,,,33.4,42.97,1.28,8.13,43.14,4.07,,0.04,0.06,20.18,1.35,20.31,33.07,37.06,0.44,0.24,,0.11,1.28,6.48,3.61,10.02,5.89,3.71,0.86,0.85,15.43,0.6,8.53,11.25,1.38,8.99,,,,21.04,17.77,19.43,,,9.53,,12.89,1.77,8.26,8.43,0.38,0.79,,,,,9.28,0.79,,,,3.66,6.16,,1.2,1.72,1.07,14.02,29.5,25.29,23.63,,18.46,,2.99,,,,4,3097748773.0,Oilfield Services/Equipment,Industrial Services
LBTYK,,50.09,13,28.4,,,,,,40.31,,,46.12,0.91,,0.8,0.19,19.53,1.34,,85.28,41.19,12.03,0.95,,,,,14.59,34.02,,8.86,2.75,2.78,,0.45,8.17,8.8,,,42.73,29.08,0.81,25.55,66.82,,,,,,,0.38,,,,0.97,,,,,11.92,,0.61,,,3.76,,,0.19,1.03,1.34,,,,,,,,12.65,5.61,,,5,8091257283.0,Cable/Satellite TV,Consumer Services
LCID,,42.79,,,,64.9,61.1,66,21.4,33.04,,28.01,38.41,,,3.18,1.33,3.07,3.96,142.29,23.65,35.4,,0.69,,,,,,,,,7.94,8.87,,0.43,,,,,,28.02,94.67,9.11,,,,,,,,1.91,,,,10,,,,,,,,,,,,,,2.02,3.45,,,,,,,,,,,,,13513289041.000002,Motor Vehicles,Consumer Durables
