Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
SFWL,,48.07,,9.3,,9.8,20.7,,12.3,55.95,,,50.26,2.3,,0.2,0.43,1.26,1.09,,54.37,79.05,2.01,0.57,,,,9.6,4.49,,,,,0.34,10.42,0.41,,,,,,,,0.0,11.51,7.83,,,2.55,,3.44,0.96,9.62,9.62,,0.25,,,,,,0.68,,,,8.45,,,,1.08,1.09,4.17,14.59,11.83,10.26,,6.97,,4.85,,,,4,1191050016.0,Air Freight/Couriers,Transportation
SG,83.82,68.21,,,,28.4,15.7,28.3,27.5,80.5,,112.8,74.09,5.32,,2.51,0.79,34.46,2.72,1.73,12.09,3.75,,0.66,,,,,,,,206.93,5.88,6.13,,0.55,,,,,,24.69,16.83,20.99,19.1,,,,,,,8.32,,,,5.95,,,,,,,,,,87.6,,,,9.63,2.7,,,,,,,,,,,,,1406277497.0,Restaurants,Consumer Services
SGH,19.42,37.27,,,,1.8,62.9,3.5,6.3,37.16,,34.04,34.46,1.84,,1.33,0.64,20.58,2.68,84.29,72.69,62.99,9.42,1.72,,,,157.59,16.73,12.36,,6.28,0.92,1.1,0.63,0.27,8.91,10.14,,39.25,2.32,41.98,,18.99,29.35,0.42,,,,,1.15,2.44,,20.1,,0.9,,,,,10.3,2.81,,,,8.52,,,0.94,8.37,2.18,,2.5,0.69,,,,,0.99,,,,4,1176595598.0,Semiconductors,Electronic Technology
SGHC,8.68,34.44,,85.7,,,,,11.2,19.77,3.2,7.3,27.77,4.47,,0.85,11.01,3.13,1.35,,79.09,28.39,0.22,0.05,,,3.2,25.88,8.98,14.1,,7.5,0.71,0.75,3.86,0.57,5.3,5.67,3.2,9.69,,,6.35,4.02,45.92,23.01,,,0.36,,6.47,2.64,304,22.35,,0.93,,,,,17.47,2.3,,,18.41,10.45,5.6,,,5.13,1.35,0.57,115.36,7.35,0.98,,2.36,,4.9,,,,3,1744790802.0,Casinos/Gaming,Consumer Services
SGML,,25.68,,90.9,,,,,,22.82,,,23.46,2.02,,0.66,0.53,8.9,1.07,47.63,130.76,74.83,13.96,1.35,,,,117.67,73.03,,,,4.05,6.27,0.85,0.35,,,,24.61,,,103.66,0.0,43.4,0.36,,,,,3.69,6.42,,,,5.64,,,,,,,,,,,,,,6.59,0.98,,4.44,3.64,,,3.6,,,,,,,4124380094.5825167,Other Metals/Minerals,Non-Energy Minerals
SGRY,,52.8,,89.9,,,,,,43.54,,,49.56,1.07,,0.39,0.06,30.0,1.83,12.4,26.61,61.32,7.25,1.76,,,,20.05,14.61,33.88,,13.6,2.24,2.39,4.99,0.26,7.06,5.52,,42.77,,27.88,10.12,29.77,24.02,2.21,,,,,15.07,1.89,,30.96,309.6,1.27,,,,,17.95,,,,,12.6,,,1.41,,1.69,,23,5.36,,,5.93,,,,,,2,3948031309.999999,Hospital/Nursing Management,Health Services
SHAK,11.22,65.03,,2.2,,157,,27.9,20.7,72.61,,9.16,68.7,3,,1.81,0.39,103.74,2.06,2.82,10.66,4.53,6.13,1.71,,,,161.63,35.59,273.37,157.66,34.54,3.68,3.92,0.62,0.28,1.43,0.4,,153.23,,17.5,14.65,82.58,44.78,18.01,,,2.27,,2.99,8.97,167.32,127.6,29.67,3.78,,,,,256.1,7.13,,,,28.6,,,58.94,8.97,2.03,1.66,3.05,1.98,6.11,,2.79,,,,,,5,2626418592.0,Restaurants,Consumer Services
SHC,,62.05,,,,2.2,,,2.5,53.74,,,59.84,1.39,,1.45,0.11,14.93,2.93,35.23,45.95,41.09,5.63,5.55,,,,23.85,14.75,190.26,11.98,10.5,5.57,5.6,4.19,0.14,2.94,0.8,,41.6,,7.8,6.53,18.19,55.18,1.87,,,3.65,,28.24,9.57,102.07,18.09,,3.69,,,,,126.46,,,,,17.93,67.73,,,,2.59,1.31,25.74,8.95,9.58,,5.02,,,,,,2,4394674541.0,Medical Specialties,Health Technology
SHCO,,44.49,1.1,27.6,,,23.2,40.6,45,51.35,,2.8,45.84,,,0.32,0.06,5.59,0.87,37.04,92.17,18.44,72.28,,,,,,96.93,,,,2.58,2.73,,,,,,,,,8.91,7.97,47.63,,,,,,,,,,,0.83,,,,,,,,,,11.13,,,,,0.73,,,,,,,,,,,,,1395616263.0,Miscellaneous Commercial Services,Commercial Services
SHEL,17.08,54.27,5.8,15.1,11.5,41.4,,29.4,28.8,65.33,2.14,15.23,57.04,2.42,,0.42,0.51,72.3,1.41,38.98,84.65,59.1,1.11,0.41,,0.48,3.73,7.22,3.86,8.28,6.44,4.04,0.8,0.86,13.85,0.47,10.3,13.98,3.81,8.45,29.91,12.89,,64.65,15.55,6.55,,,6.11,,10.09,1.21,12.91,12.95,1.08,0.78,,,,,7.55,0.89,1.12,,,4.55,7.66,0.68,0.5,1.4,1.12,4.54,17.77,11.57,9.81,,6.12,,14.09,17.59,,,9,212300716793.6438,Integrated Oil,Energy Minerals
SHEN,,25.25,,3.9,,18.4,87.3,,8.7,7.13,0.13,,16.93,1.54,,0.39,0.14,14.37,0.89,,157.64,24.83,4.57,0.34,,0.02,0.63,,15.25,,,12.07,3.16,3.49,,0.56,,,0.63,6.96,4.22,,,22.6,61.93,,,,68.81,,,0.84,3.55,,,2.51,,,,,,,0.68,,,11.86,6.11,,2.19,1.03,0.89,16.09,,,27.39,,,,,4.04,,,8,1054537735.0000002,Major Telecommunications,Communications
SHO,16.28,35.49,1.9,2.4,81.7,,,,56.9,30.4,3.7,0.67,32.55,1.34,,0.24,0.19,9.78,0.43,6.91,38.86,14.29,2.32,0.38,,1.61,3.7,12.31,8.09,15.64,35.18,12.15,3.07,3.1,8.12,0.69,19.8,9.27,3.7,34.19,5.04,,2,11.31,47.69,1.97,,,19.51,,10.54,1.06,11.93,43.66,,2.11,,,,11.96,10.78,1.43,0.79,,,10.78,,,0.61,1.06,0.42,5.82,255.33,8.81,8.51,,3.14,,5.93,19.56,,,9,1930961270.0,Real Estate Investment Trusts,Finance
SHOO,27.33,45.43,3.7,6.2,77.6,54.8,83,80.4,20.3,41.31,3.8,6.07,43.68,7.68,,0.47,1.22,43.28,2.12,62.98,45.93,7.52,0.61,0.2,,0.31,1.92,12.62,11.75,13.84,12.38,11.28,1.37,1.42,7.92,0.59,10.23,6.99,1.92,16.17,25.59,11.86,7.49,43.74,41.4,,,,8.36,,11.22,3.89,17.67,15.97,1.21,1.44,,1.21,1.08,,14.03,2.11,0.91,,10.71,12.8,17.14,0.78,1.19,6.26,1.52,13.63,141.04,24.98,21.77,,23.48,,6.29,23.02,,,9,2395002463.0,Apparel/Footwear,Consumer Non-Durables
SHOP,17.41,60.4,,10.5,,,,31.1,31.9,72.24,,,64.99,25.93,,5.74,4.42,69.9,7.32,,46.53,8.42,1.46,0.12,,,,114.18,107.89,65.47,101.74,90.77,9.71,10.85,0.88,0.81,16.58,1.46,,129.25,,184.82,20.94,76.64,51.07,,,,16.4,,9.51,9.61,69.7,65.68,,11.5,,,,,69.63,5.57,,31.63,21.31,68.58,74.9,,7.31,10.37,7.32,11.8,503.41,7.45,14.84,,13.18,,0.19,,,,3,80019356586.0,Packaged Software,Technology Services
SHW,16.31,59.03,1.8,2.8,10.6,8.8,8.1,,10.3,49.77,1.65,3.63,55.94,4.39,,0.03,0.02,349.08,0.81,71.36,74.4,45.64,2.85,3.28,,0.25,0.77,26.62,22.83,41.74,23.85,21.95,4.25,4.29,3.76,0.16,10.28,2.68,0.83,32.53,13.77,11.54,3.59,295.48,48.07,9.17,,,10.92,,16.36,23.48,35.58,32.72,2.6,3.85,,1.32,1.96,,37.91,,1.43,,,26.54,42.85,2.88,2.91,,0.5,10.8,64.53,22.67,68.35,,14.7,,3.4,48.55,,,10,67277794865.00001,Industrial Specialties,Process Industries
SID,,46.45,1.3,22.5,490.9,,,,16.3,72.79,12.79,,53.96,0.9,,0.65,0.35,2.26,1.29,106.88,116.45,25.24,5.19,2.73,,1.7,12.79,7.85,4.86,27.74,6.17,4.48,1.14,1.01,12.74,0.19,3.82,11.36,12.79,17.04,42.09,22.96,,3.09,24.89,1.2,,,0.6,,12.36,0.95,26.59,13.95,1.47,0.36,,1.12,0.71,,9.82,1.3,0.58,,,2.69,4.08,0.91,0.26,2.4,0.91,0.3,20.62,8.45,1.46,,5.53,,,5.38,,,6,3357502494.34,Steel,Non-Energy Minerals
SIG,12.55,26.91,5.5,29.1,,85.9,75.9,,9.7,18.47,1.35,,22.5,3.08,,0.42,0.6,75.54,1.67,176.88,55.87,0.74,1.65,0.51,,0.1,1.35,6.96,5.49,6.33,6.42,4.97,0.59,0.58,14.37,0.39,9.25,19.25,1.53,7.97,19.29,10.75,,84.81,39.43,,,,10.91,,8.31,1.62,6.14,7.89,,0.53,,,,,6.52,1.13,0.84,,,5.36,5.53,,0.38,3.65,0.54,12.21,24.56,13.19,31.98,,17.25,,6.91,15.05,,,8,3425713020.0,Specialty Stores,Retail Trade
SIM,,45.07,0.1,15.1,,3.8,30.1,,2.3,49.34,,,47.19,5.31,,2.05,5038.86,28.8,3.59,162.8,111.77,67.4,,,,,,5.75,5.19,9.93,,,,1.49,17.39,0.76,16.37,7.36,,,24.55,,,21.23,25.63,52.42,,,24.9,,18.64,1.57,9.77,11.89,0.53,2.69,,,,,16.06,0.98,2.45,8.32,2.75,11.59,12.71,0.62,1,1.64,2.8,12.48,39.5,16.4,16.84,,17.71,,,22.15,,,8,5701271157.664316,Steel,Non-Energy Minerals
SIMO,38.79,32.84,1.1,10.8,,,,1.9,7.4,41.49,1.84,19.45,33.91,6.78,,1.56,123.42,63.71,4.34,196.52,33.24,87.82,0.02,,,0.33,3.13,16.76,13.8,19.86,,11.34,2.12,2.24,5.97,0.76,11.3,4.08,3.13,22.17,12.41,57.51,14.24,67.79,44.35,,,,10.14,,10.82,2.74,27.23,14.17,1.94,2.78,,0.75,1.67,,24.47,1.31,0.88,49.39,3.84,15.81,22.27,1.74,1.32,2.74,3.04,7.89,21.28,12.6,10.31,,13.02,,3.35,20.75,,,10,1714460984.0,Semiconductors,Electronic Technology
SIRI,,39.48,2.7,,21.6,27.8,18.6,,8.3,23.77,8.18,,32.8,1.48,,0.04,0.01,3.0,0.43,,97.67,23.53,3.61,,,0.3,3.53,10.37,7.98,17.4,10.06,7.62,2.37,2.33,9.64,,13.41,10.33,3.53,10.01,24.46,,,5.48,48.98,4.99,,,14.56,,23.31,,9.09,8.65,0.81,1.31,,0.3,0.62,,9.76,,0.3,,,6.35,9.49,0.69,0.8,,0.43,12.24,98.19,26.58,,,15.13,,10.79,13.04,,,10,15331188311.0,Broadcasting,Consumer Services
SITC,9.81,48.44,,4.6,27.7,22,,5.1,3.1,39.73,1.75,8.01,44.87,0.68,,5.97,0.78,15.31,6.39,,457.7,42.82,2.09,0.65,,4.64,3.42,6.8,5.07,16.83,15.94,15.72,,7.24,14.71,0.58,43.02,6.8,3.42,44.66,13.11,,,12.42,69.95,1.55,,,90.65,,23.95,1.48,7.22,136.7,105.15,6.34,,,,15.36,14.73,3.06,1.31,,,14.73,,27.34,0.76,1.54,6.39,11.44,2523.28,14.26,21.47,,3.51,,9.01,58.88,,,8,2862866116.0,Real Estate Investment Trusts,Finance
SITE,,44.78,,22.5,,13.9,11.4,7.4,15.4,34.82,,,41.47,4.67,,0.11,0.07,135.98,2.47,109.59,43.93,45.16,2.8,0.64,,,,30.13,18.97,33.85,26.04,18.1,1.52,1.54,3.32,0.5,4.55,3.42,,38.27,21.71,8.67,4.65,166.27,34.46,7.92,,,3.5,,5.12,3.74,38.74,38.74,1.81,1.34,,,,,29.71,3.73,,,75.54,24.49,29.13,2.18,1.83,7.78,1.1,5.21,14.3,9.78,10.37,,7.34,,,63.15,,,10,7186366770.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
SJM,,51.27,0.7,,5.5,0.4,2.9,,3.2,36.97,4.56,,47.13,1.25,,0.02,0.01,118.34,0.52,75.18,94.19,29.49,5.05,1.11,,0.42,3.59,16.64,12.4,32.63,13.49,10.52,2.33,2.57,6.01,0.38,7.86,5.1,3.68,12.67,,5.32,4.22,146.76,38.09,5.48,,,9.1,,17.72,1.63,16.62,11.91,,1.5,,,,,19.54,,0.82,,,10.15,15.84,,0.89,,0.25,4.21,45.71,8.26,10.15,,6.98,,,16.93,,,9,12953328686.999998,Food: Specialty/Candy,Consumer Non-Durables
SJW,,47.44,,6.2,5.9,3.7,8.3,6.6,2.5,29.31,3.62,,41.14,0.75,,0.07,0.01,58.98,0.49,,46.82,34.3,6.29,1.39,,0.57,2.67,21.47,12.91,,22.14,13.22,5.08,5.19,4.66,0.29,,,2.71,21.41,6.1,5.69,4.04,72.84,57.61,2.33,,,12.48,,23.16,1.51,21.68,21.53,2.22,2.71,,1.72,,,,1.79,0.84,,,9.8,,1.82,346.94,3.33,0.49,2.11,5.66,4.43,7.12,,3.42,,,22.01,,,10,2060850852.0,Water Utilities,Utilities
SKM,8.87,57.13,0.6,,2.4,20.7,32.8,13.6,22.4,55.12,5.24,0.19,56.6,2.22,,0.29,0.19,22.56,0.98,40.04,27.69,40.87,2.12,0.94,,0.34,4.96,11.04,4.04,9.49,11.36,3.78,1.14,1.17,9.06,0.39,12.26,18.89,6.48,9.79,9.96,5.98,1.75,21.88,90.34,6.16,,,6.53,,10.57,1.01,10.17,9.9,12.38,0.65,,,,,5.53,0.88,0.97,,,2.35,8.81,,0.8,1.71,0.95,3.85,14.85,8.16,10.09,,6.38,,9.93,,,,10,8157746391.723585,Wireless Telecommunications,Communications
SKT,10.32,48.01,,12.6,10.8,16.8,45.1,6.6,1.2,45.36,2.37,3.17,46.35,1.13,,0.09,0.01,27.56,0.09,,,,5.48,2.79,,1.16,3.91,28.99,16.09,19.36,,14.35,15.21,9.13,3.45,0.24,47.18,7.78,4.02,35.51,9.36,,4.19,21.03,69.49,2.63,,,19.85,,28.38,5.45,30.62,30.62,,5.97,,,,13.47,12.81,2.95,1.3,,,12.81,,,1.21,6.38,0.09,4.36,202.35,7.28,18.59,,6.45,,2.95,26.25,,,9,2476995395.0,Real Estate Investment Trusts,Finance
SKX,27.83,40.99,0.3,17.9,,51.3,74.3,247,19.8,47.71,,15.41,42.68,4.14,,0.68,0.8,63.61,2.06,135.51,86.44,42.74,1.69,0.42,,,,11.5,9.34,12.13,10.46,8.05,1.09,1.16,8.7,0.53,9.58,8.3,,15.31,20.77,21.91,10.32,58.66,53.36,,,,6.9,,10.11,2.29,17.05,16.74,1.35,1.18,,0.59,0.36,,12.26,1.32,1.02,,19.33,8.56,14.76,0.92,1.45,2.35,1.33,7.74,20.25,14.58,14.36,,13.26,,1.73,24.56,,,10,7335962558.0,Apparel/Footwear,Consumer Non-Durables
SKY,12.05,64.12,,34.8,,21.1,28.3,4.6,11.9,72.62,,,66.77,7.81,,1.31,4.67,86.17,2.33,57.26,11.13,9.74,0.5,0.08,,,,22.1,18.57,24.62,,16.55,1.83,2.02,4.52,0.73,8.19,3.61,,31.03,23.98,5.61,8.19,60.96,23.78,26.64,,,6.46,,7.83,3.42,35.32,27.53,,2.25,,,,,27.97,2.44,2.14,391.68,11.29,21.57,29.93,1.1,1.58,4.87,1.57,7.79,60.25,13.43,10.19,,12.87,,,50.99,,,8,3978197951.0,Homebuilding,Consumer Durables
SKYW,98.6,40.95,7.1,7.2,,1.8,,36.6,15.8,41.67,,40.88,40.07,1.44,,0.63,0.29,72.97,0.84,17.86,66.06,11.33,8.1,1.28,,,,13.93,13.93,10.12,,,,1.54,7.18,0.32,15.27,16.63,,10.59,,109.32,10.15,53.93,17.71,2.42,,,5.55,,9.29,1.31,17.21,17.21,,0.98,,,,,6.24,1,1.47,,,4.18,,,1.16,1.31,0.74,2.52,6.35,6.12,8.19,,3.51,,18.8,22.52,,,7,1803232086.0,Airlines,Transportation
SLAB,,36.2,10.1,11.5,,,25.5,,28.8,33.43,,,34.22,13.85,,3.39,5.23,101.18,5.99,256.85,72.06,40.85,,0.06,,,,,,,,,4.67,5.18,,0.87,,,,,19.67,,14.32,101.45,54.32,,,,,,,2.99,,,,5.99,,,,,,,1.15,17.94,7.37,,,,2.75,4.88,4.33,,,,,,,,11.56,17.03,,,9,3878848980.0,Semiconductors,Electronic Technology
SLB,,38.04,,17.7,4.6,,54.8,36.4,10.6,36.77,0.83,,35.18,3.07,,0.32,0.3,43.77,1.49,57.52,111.69,83.84,1.65,0.63,,0.32,2.4,11.7,8.97,16.29,10.58,7.71,1.94,2.03,8.55,0.43,12.49,7.06,2.52,12.62,,16.7,10.41,57.69,20.18,11.82,,,12.56,,16.95,2.95,14.3,13.51,,1.79,,,,,14.39,3.34,0.78,,,9.74,16.07,,1.36,18.63,1.13,9.36,61.98,17.72,22.08,,14.7,,4.47,,,,6,86095452612.0,Contract Drilling,Industrial Services
SLCA,18.75,58.81,,9.8,,89.1,,,19.8,56.07,,44.12,58.32,1.76,,1.77,0.32,15.49,3.89,53.7,49.04,50.2,2.51,0.99,,,,8.48,5.33,10.45,,,,1.38,11.79,0.43,13.2,14.67,,16.48,,,,11.4,23.77,1.95,,,6.61,,14.17,1.37,13.83,14.48,,0.91,,,,,6.89,1.16,1.01,,,5.2,7.25,,0.78,2.11,2.99,4.28,16.02,11.54,10.58,,8.19,,14.02,,,,5,1101998282.9999998,Other Metals/Minerals,Non-Energy Minerals
SLG,77,48.15,,,1,,,,,36.14,4.84,42.8,43.36,0.45,,0.23,0.04,62.23,0.76,,93.84,125.27,26.52,1.18,,,4.96,,50.57,48.16,148.88,14.52,12.34,9.86,,0.4,20.48,4.47,4.83,,,,,43.24,43.52,,,,,,,1.16,,,,4.83,,,,123.01,23.44,,0.79,,,23.44,,,0.68,1.16,0.76,,,,,,,,46.22,31.75,,,8,2792461241.0,Real Estate Investment Trusts,Finance
SLVM,65.73,59.47,2.1,,,36,48.6,1,17.1,68.73,1.83,47.39,62.15,4.22,,0.22,0.16,75.23,1.68,56.06,51.45,40,1.71,1.11,,0.16,1.83,9.9,7.15,13.41,,3.51,1,1.04,10.1,0.31,7.79,9.34,2.42,10.68,,7.69,0.87,49.82,23.79,11.03,,,6.3,,9.84,3.72,13.6,13.6,,0.86,,,,,11.06,1.62,,,,6.28,,,,4.35,1.05,8.34,29.39,18.35,26.98,,11.85,,8,,,,6,1790546726.0000002,Pulp & Paper,Process Industries
SM,13.06,51.03,,21.1,210.7,,,24.4,26,65.66,6.87,20.19,55.26,2.46,,0.81,0.31,44.91,1.29,,30.75,35.74,0.92,0.41,,0.1,1.56,6.25,3.6,12.41,,3.04,2.18,2.53,16,0.58,20.35,9.66,1.62,6.48,,18.77,14.45,37.76,47.78,10.74,,,33.24,,39.93,1.33,6.46,6.86,,2.15,,,,,10.66,0.64,1.49,,,3.3,6.22,,0.88,1.33,1.29,12.87,18.21,17.26,22.7,,15.82,,5.62,345.46,,,5,4697968548.0,Oil & Gas Production,Energy Minerals
SMAR,8.97,56.34,,1.2,,6.8,,,30.6,61.45,,,56.11,5.6,,1.03,14.54,47.78,1.4,,3.1,64.41,,0.07,,,,,,36.84,102.75,64.66,5.23,5.85,,0.48,15.87,2.45,,37.18,,,16.38,55.12,81.14,,,,,,,10.16,,47.79,,6.35,,,,,40.03,5.52,,,28.78,36.7,,,8.34,14.05,1.4,,,,,,,,0.25,,,,,5678278920.0,Packaged Software,Technology Services
SMCI,257.65,30.26,,62.7,,97.2,107.3,,55.1,34.84,,14.97,29.49,7.1,,0.69,0.77,567.43,3.77,82.48,32.77,38.18,1.65,0.4,,,,24.98,24.43,,,,,2.15,4,0.55,,,,16.18,18.56,29.73,26.85,206.68,14.13,65.4,,,8.09,,8.47,6.07,28.49,25.89,0.39,2.19,,,,,,2.64,4.06,,7.25,,,1.04,,6.07,1.93,18.89,38.41,28.15,33.98,,30.81,,,110.39,,,10,13187335516.0,Computer Communications,Electronic Technology
SMG,22.42,49.88,,,3.8,,,,,39.9,4.72,12.98,46.97,2.02,,0.33,0.11,70.88,1.8,118.5,46.86,55.93,,,,1.53,3.75,,,6.14,13.24,10.94,1.68,1.74,,,28.41,24.78,3.75,17.94,21.31,57.4,1.59,63.57,23.43,1.52,,,,,7.16,,,41.16,,1.14,,,,,4.07,,0.67,,,3.72,7.39,,1.23,,1.09,,,,,,7.22,,17.29,21.54,,,8,3091396060.0,Chemicals: Agricultural,Process Industries
SMMT,397.09,61.66,,,,,41.3,43.8,,68.95,,90.42,63.2,,,2.32,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,,,,,,,,,,,,45,45,,,,,41.67,2.35,,,,,,,,0.95,,,,1,1304671634.0,Biotechnology,Health Technology
SMPL,,33.62,,9.8,,19.9,13.3,40.2,14,33.71,,3.38,32.6,5.35,,2.25,0.88,32.53,5.19,52.39,23.47,41.18,0.97,0.14,,,,14.95,13.24,14.56,17.49,16.04,3.08,2.55,6.69,0.78,17.51,6.93,,19.55,,16.42,8.38,41.56,38.09,9.23,,,11.49,,17.02,1.9,22.21,19.63,0.38,2.55,,,,,14.58,7.31,,,,14.32,16.25,,1.12,60.24,4.05,6.9,98.1,10.68,9.11,,8.56,,4.25,,,,6,3370729064.0,Food: Major Diversified,Consumer Non-Durables
SMR,113.06,44.07,,,,,17.9,,181.1,51.07,,492.28,43.55,,,2.23,87.58,9.98,2.66,,1116.52,362.02,,0.01,,,,,,,,,66.57,54.52,,0.6,,,,,,33.8,152.67,0.0,17.98,,,,,,,6.26,,,,51.28,,,,,,,,24.34,14.46,,,,,8.39,2.66,,,,,,,,,,,,,1375219336.0,Electrical Products,Producer Manufacturing
SMTC,41.46,46.33,0.4,,,,,,14.6,52.51,,86,47.58,,,0.56,0.09,33.34,2.4,113.44,39.03,65.25,,,,,,,,,,22.09,3.95,4.18,,,,,,54.94,15.55,,,34.34,34.94,,,,,,,,,,,2.55,,,,,,,0.6,,,,,,4.42,,1.74,,,,,,,,,,,,9,1603076681.0,Semiconductors,Electronic Technology
SN,130.61,76.55,,,,,11,,15.5,88.6,,45.38,82.22,5.57,,0.11,0.13,89.94,1.71,104.66,69.15,72.13,1.87,0.65,,,,29.5,23.83,,,,2.6,2.84,3.39,0.43,,,,25.54,,15.67,10.28,0.0,46.99,7.7,,,5.16,,9.53,7.65,51.7,51.7,,2.65,,,,,,9.19,,,,210.19,,,,36.85,1.04,6.93,47.92,18.75,15.19,,11.45,,,,,,4,5657990000.0,Electronics/Appliances,Consumer Durables
SNA,,44.7,0.9,10.8,14.6,15.1,18.1,4.5,9.6,31.91,5.23,2.88,40.27,6.47,,1.3,0.98,272.5,4.06,147.53,38.94,66.66,0.84,0.24,,0.37,2.66,10.08,9.41,12.39,10.96,10.26,2.93,2.77,9.92,0.68,22.33,7.95,2.75,14.1,16.91,3.54,,257.24,51.38,26.9,,,20.22,,26.17,2.71,14.16,14.06,1.56,2.85,,0.74,0.61,,12.82,1.51,1.13,,10.37,11.88,14.38,1.27,1.04,3.64,3.05,13.77,81,21.46,20.59,,18.37,,4.17,18.37,,,10,13780527585.0,Tools & Hardware,Consumer Durables
SNAP,61.32,22.06,,,,,,,18.4,25.83,,45.24,20.92,0.01,,2.77,0.73,9.23,3.98,,31.09,82.67,,2.05,,,,,,1099.63,,,3.01,3.24,,0.28,0.29,0.1,,39.96,,,14.63,12.94,53.01,,,,,,,7.22,,,,2.97,,,,,1002.22,,,,,60.54,,,,57.69,3.98,,,,,,,,2.16,,,,,14864918887.0,Packaged Software,Technology Services
SNDR,,55.13,0.3,13.2,11.5,6.1,4.7,,6.4,35.24,2.13,0.83,49.34,3.61,,0.24,0.59,26.94,1.59,7.39,19.1,39.83,0.47,0.09,,0.54,1.4,29.4,8.4,383.16,22.21,7.63,0.88,0.88,3.4,0.65,0.23,0.26,1.44,31.78,10.18,,3.98,22.9,7.98,10.04,,,2.18,,2.94,1.6,41.45,39.62,5.43,0.88,,3.17,29.6,,369.02,1.96,,,,7.29,70.4,4.61,1.53,2.17,1.46,2.57,5.65,4.13,3.96,,3.21,,0.97,16.04,,,10,4994962047.0,Trucking,Transportation
SNEX,23.46,44.36,,18.7,,55.4,26.5,,4.8,37.16,,20.3,40.5,3.94,,0.1,0.13,78.4,1.62,2.37,47.22,3.74,6.15,5.79,,,,7.27,6.94,16.86,,,,0.12,13.76,0.06,0.73,24.99,,10.6,62.79,,,82.55,2.24,1.29,,,0.28,,1.68,1.55,10.87,11.53,0.3,0.03,,,,,2.94,0.91,0.97,,,2.72,4.1,0.46,0.22,1.63,1.57,0.99,140.65,11.94,15.99,,9.06,,,17.9,,,10,1940567330.0,Investment Banks/Brokers,Finance
SNN,,58.52,0.2,1.8,1.9,5.6,10.9,,9.1,44.02,2.76,3.16,53.77,3.2,,0.32,0.16,29.61,2.51,508.99,208.91,79.55,3.67,0.7,,1.07,2.57,33.27,16.05,52.63,22.77,11.14,2.74,2.82,3.01,0.49,5.33,2.33,2.57,24.08,,14.07,4.89,33.83,69.03,4.85,,,5.4,,12.64,2.48,42.42,42.42,,2.26,,,,,42.74,4.95,0.69,,,17.57,103.87,,1.51,13.04,1.11,3,12.74,5.84,5.83,,7.64,,,21.93,,,10,11518362802.052998,Medical Specialties,Health Technology
SNOW,,44.36,,,,7.6,,,27,54.27,,,46.98,8.38,,1.45,12.68,127.06,1.71,,19.35,61.64,,0.06,,,,,,47.51,,,10.96,12.6,,0.63,26.52,1.94,,206.87,,20.23,24.02,264.89,68.07,,,,,,,9.04,,128.16,,13.5,,,,,51.09,8.74,,53.84,30.32,45.1,,,,12.99,1.71,,,,,,,,2.13,,,,,53546580190.0,Packaged Software,Technology Services
