Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AFRM,109.9,71.45,,,,85.6,17.5,,1.59,11.1,81.29,,49.03,75.69,2.01,,15.58,0.3,56.08,64.66,,18.63,43.32,66.55,2.51,,,,,216.06,51.51,38.73,39.8,7.78,9.16,,0.28,15.07,2.16,,,,,25.24,38.29,65.71,,,,,,,6.21,,,,6.95,,,,,46.37,,,,11.76,32.14,,,,7.7,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,65.09,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,74.04,,,70.05,2.57,,0.74,0.27,17.8,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.71,8,11.03,8.77,6.88,2.94,3.24,9.34,0.51,29.13,11.02,,10.67,25.99,35.37,6.69,19.78,62.12,2.57,,,17.97,,28.66,2.17,14.83,16.47,0.39,2.7,,,,,9.33,,,,,7.11,13.26,0.66,0.87,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,42.36,38.28,,9.1,,,,,,8,19.06,0.29,,30.01,1.78,,1.86,0.94,6.2,3.03,51.44,36.36,8.18,2.7,0.17,,,0.29,,22.01,,,,3.45,3.61,,0.7,,,0.31,20.33,18.74,,5.53,5.84,11.66,,,,,,,1.4,,,,3.51,,,,,,,0.9,,,20.72,,,4.96,1.4,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,37.96,0.2,16.3,20.1,25.7,40.5,,36.02,16.7,29.13,2.37,,33.35,2.27,,0.15,0.15,91.17,1.53,139.21,45.05,44.73,6.86,1,,0.12,1.27,36.35,17.16,29.43,11.62,8.03,0.89,0.83,2.75,0.31,2.8,5.18,1.27,13.51,25.29,,,115.94,25.39,8.9,,,1.35,,8.69,1.64,40.34,9.79,0.39,0.54,,,,,19.27,1.57,0.86,,,8.57,1248.91,0.52,0.83,5.66,0.72,1.34,7.33,3.4,3.87,,9.37,,,14.18,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,53.24,30.83,,2,17.3,10.3,15.9,23.9,17.21,12.4,14.22,2.69,25.24,23.36,2.99,,0.84,1.06,17.82,1.62,129.34,94.63,11.19,0.48,0.09,,0.17,0.56,18.51,12.25,38.14,,,4.97,6.23,5.4,0.66,16.68,2.73,0.56,16.18,17.15,22.05,16.24,16.04,41.55,68.69,,,19.9,,34.16,2.19,29.69,30.19,1.74,6.05,,,,,36.02,1.74,1.55,,,12.49,22.31,1.91,2.22,2.19,0.97,5.71,11.3,10.29,7.97,,6.79,,,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGL,,35.88,,,,,,,,49.4,35.68,,,35.65,1.73,,0.28,8.95,1.99,1.29,,85,86.97,,0.08,,,,,,,,,0.07,0.1,,0.28,,,,,,50.04,26.29,43.56,,,,,,,,1.42,,,,0.13,,,,,,,,,2.76,,,,,1.71,1.29,,,,,,,,0.47,,,,,7602789688.0,Medical/Nursing Services,Health Services
AGR,17.61,56.68,,1.1,,,4.2,,1.45,1.7,63.69,4.92,,59.49,0.59,,0.02,0.01,35.85,0.51,33.36,118.37,61.82,5.25,0.76,,0.6,4.9,18.62,10.08,,20.05,10.62,3.2,3.29,5.37,0.42,,,4.9,14.79,,9.84,1.54,40.92,37.25,2.69,,,12.89,,15.07,0.7,12.32,12.32,,1.59,,,,,,0.68,,,,12.6,,,14.24,0.85,0.44,2.51,4.55,3.94,5.69,,2.75,,,11.83,,,10,13401612433.0,Electric Utilities,Utilities
AGRO,6.61,47.45,3.3,13.7,,38.8,25.1,37.8,22.45,20.3,35.71,3,,43.24,1.63,,0.47,0.17,11.11,2.42,220.26,54.27,30.17,1.81,0.86,,0.2,3,6.13,3.29,8.59,8.29,4.4,1.36,1.62,16.31,0.43,18.96,22.05,3.08,8.35,29.69,,,11.76,29.6,1.47,,,16.28,,15.34,0.83,5.5,6.74,0.23,0.89,,0.18,0.12,,4.72,0.51,0.82,,,2.32,3.56,0.32,0.47,0.86,0.98,6.65,13.76,12.75,16.72,,7.43,,15.33,21.77,,,7,1261573727.0,Agricultural Commodities/Milling,Process Industries
AGTI,,54.94,,15.9,,,21.1,,3.06,3.7,41.6,,67.89,47.79,1.19,,0.1,0.02,10.05,1.72,35.67,31.12,67.09,4.99,1.24,,,,41.76,10.75,30.18,28.58,9.18,2.04,2.14,2.39,0.39,7.1,6.1,,18.53,,,5.53,18.72,34.4,0.77,,,,,5.52,1.45,,,,1.17,,,,,16.53,,,,,8.12,,,,,1.34,,11.51,2.7,,,2.23,,0.66,,,,2,1052106559.0000002,Other Consumer Services,Consumer Services
AGYS,32.39,65.59,,37.4,,,,9,70.87,14.8,84.77,,40.45,71.89,12.65,,0.57,0.74,123.69,1.13,23.41,39.28,47.45,2.24,0.29,,,,124.33,104.53,73.97,,,12.24,13.57,0.8,0.59,18.37,1.35,,95.38,,,22.1,86.89,62.53,46.95,,,37.54,,8.45,13.27,35.24,94.42,,13.52,,,,,73.44,17.82,3.7,,,68.17,111.62,,7.9,75.42,1.07,27.31,75.13,10.49,42.17,,31.83,,,,,,3,1743842454.0,Packaged Software,Technology Services
AHCO,46.66,50.37,,40.6,,,,,6.17,5.8,57.32,,4.34,52.19,0.79,,0.18,0.05,11.32,1.24,15.91,31.74,45.35,7.48,1.44,,,,,11.98,14.99,10.51,4.87,1.02,1.07,,0.34,7.03,15.06,,13.33,,69.69,3.41,13.71,16.21,2.02,,,,,8.07,1,,21.81,,0.49,,,,,6.67,,,,,2.79,,,0.74,,1,,,,,,6.53,,4.44,,,,3,1325672585.0,Finance/Rental/Leasing,Finance
AHH,6.13,49.3,,0.3,20.8,2.7,,,2.45,13.8,50.89,7.05,,51.18,0.63,,0.25,0.03,11.11,1.87,,104.46,74.75,8.49,1.65,,,7.3,35.26,14.39,21.17,,,,3.25,2.84,0.34,14.04,12,7.39,44.44,19.68,132.61,,18.17,26.72,1.06,,,,,10.74,1,,,,1.16,,,,15.78,7.05,,0.62,,,7.05,,,0.41,1.13,1.87,,56.71,3.05,,,3.51,,,19.49,,,10,1013704413.0,Real Estate Investment Trusts,Finance
AI,1.95,65.92,,,,,19.5,,,,78.48,,14.02,70.31,10.33,,6.47,199.51,27.44,7.86,,62.28,159.12,,,,,,,,,,12.71,6.1,8.63,,0.83,,,,,,,21.2,28.48,58.44,,,,,,,3.96,,,,10.29,,,,,,,,6,4.68,,,,,3.96,7.86,,,,,,,,,,,,,3138240623.0,Packaged Software,Technology Services
AIN,,65.87,1.2,6.9,9.5,5.3,0.2,,,9.7,87.63,1.81,,75.46,4.32,,0.58,0.35,82.65,3.68,73.25,34.97,76.9,1.47,0.37,,0.3,1.26,18.1,11.56,24.32,,,,2.24,5.52,0.57,9.22,4.52,1.26,21.43,3.59,9.47,6.42,108.83,34.03,8.18,,,7.92,,12.22,2.61,25.83,23.71,12.48,2.06,,1.29,1.92,,22.17,1.88,0.87,,61.19,12.09,18.3,,1.47,3.36,2.94,5.62,18.43,10.09,10.45,,8.3,,3.87,26.32,,,10,2822970018.0,Textiles,Process Industries
AIR,,62.96,,6.6,,10.4,24.9,,4.01,11.9,74.03,,,68.05,2.87,,0.11,0.05,67.27,3.06,126.29,42.84,35.24,5.47,0.88,,,,23.36,17.7,225.54,,,1.26,1.41,4.28,0.44,0.63,0.63,,18.43,14.44,16.11,,69.12,18.85,2.57,,,2.67,,5.94,2,36.96,23.79,3.66,0.98,,,,,155.34,2.44,1.29,,,54.39,205.09,1.71,2.07,5.67,1.45,2.82,16.74,7.85,5.55,,5.69,,,52.97,,,10,2089174386.0,Aerospace & Defense,Electronic Technology
AIT,39.45,80.43,0.1,22,3.5,29.5,27.9,15.4,41.98,11.5,88.37,0.62,14.62,84.11,8.7,,1.13,0.9,273.48,3.78,58.41,30.55,56.68,1.06,0.34,,0.15,0.53,20.8,18.86,26.15,,,2.36,2.37,4.81,0.58,9.08,3.87,0.54,28.01,22.57,6.12,3.66,149.46,29.82,25.4,,,8.57,,10.89,6,27.91,28.34,1.21,2.37,,1.26,1.42,,26.31,3.87,2.47,,18.83,24.71,26.35,1.13,2.64,11.88,2.74,13.39,47.66,21.35,23.26,,17.53,,1.62,53.21,,,10,6082217492.999999,Wholesale Distributors,Distribution Services
AIV,37.03,50.03,1.9,,,,,,2.59,8.5,58.37,,7.58,53.24,0.17,,0.7,0.07,8.74,1.49,,,11.2,,5.25,,,,,,,,,,12.33,,0.12,,,,,,,,9.17,59.1,0.15,,,,,3.75,4.72,,,,6.21,,,,25.11,,,,,,19.83,,,,4.99,1.49,,,,,,0.36,,,,,,3,1085061596.0,Real Estate Investment Trusts,Finance
AJG,15.97,58.13,,15.9,6.9,5.9,22.9,,1.33,8.5,68.85,1.07,14.79,62.54,1.32,,0.06,0.24,293.78,1.06,,,128.71,3.34,0.7,,0.24,0.8,40.35,27.5,29.58,22.72,19.65,5.65,6.28,2.48,0.21,21.23,3.71,0.82,26.04,13.5,12.65,10.87,257.23,41.86,5.96,,,10.4,,18.93,5.29,55.96,29.71,2.36,5.81,,1.22,1.25,,27.31,,2.41,,,25.74,33.31,2.73,2.42,,1.06,2.05,95.74,8.42,10.41,,3.07,,,66.32,,,10,49596549950.00001,Insurance Brokers/Services,Finance
AKAM,,31.46,2.4,5.2,,4.3,5.9,10.8,,8.2,24.48,,14.29,27.72,2.21,,0.86,0.37,90.7,1.33,,29.99,57.85,3.62,0.97,,,,25.51,13.03,18.4,15.63,9.94,3.88,4.22,3.92,0.47,22.9,6.63,,13.53,10.8,6.04,6.47,108.55,59.66,21.02,,,13.27,,16.5,2.86,26.83,13.95,1.4,3.56,,0.73,0.9,,15.51,2.83,0.74,,,9.01,25.44,2.34,1.16,12.99,1.33,5.29,21.28,7.58,11.39,,6.44,,,29.26,,,10,15854040123.0,Data Processing Services,Technology Services
AKO.A,27.81,37.07,,3,13.1,14.1,16.4,,21.6,17.4,30.78,10.27,,34.13,2.1,,0.42,0.27,13.11,1.31,54.97,83.97,29.56,3.1,1.08,,0.61,6.18,7.49,7.49,15.8,6.56,4.93,0.9,0.9,13.35,0.32,7.05,10.94,6.18,7.58,15.22,7.86,6.42,12.94,38.94,6.73,,,7.02,,12.92,2.12,8.33,7.55,0.91,0.74,,0.59,0.65,,10.36,0.97,0.8,,,5.35,33.55,1.22,0.63,2.47,0.91,6.59,35.19,14.34,19.94,,10.9,,6.2,,,,10,2047932315.106505,Beverages: Non-Alcoholic,Consumer Non-Durables
AKO.B,43.38,41.37,,3,13.1,14.1,16.4,,21.6,17.4,40.3,8.59,,40.75,2.1,,0.42,0.27,17.19,1.31,54.97,83.97,29.56,3.1,1.08,,0.67,5.17,9.26,9.26,15.8,6.56,4.93,0.9,1.11,10.8,0.32,7.05,8.35,5.17,10.28,15.22,7.86,6.42,17.51,38.94,6.73,,,7.02,,12.92,2.09,10.92,9.9,1.19,0.73,,0.77,0.85,,10.22,0.96,0.79,,,5.28,33.07,1.21,0.63,2.43,0.91,6.59,35.19,14.34,19.94,,10.9,,6.2,,,,10,2047932315.106505,Beverages: Non-Alcoholic,Consumer Non-Durables
AKR,63.84,65.86,,0.9,35.4,10.9,60.2,10.8,58.29,7,72.66,1.96,38.34,67.81,1.04,,0.34,0.04,25.18,1.94,,201.27,54.16,7.1,0.85,,5.14,2.88,49.65,19.84,32.06,,23.76,,13.03,2.01,0.45,40.69,4.75,3,64.23,2.95,,,15.08,68.16,0.63,,,3.35,,17.15,1.49,279.78,177.32,,7.31,,,,16.58,17.99,3.51,0.94,,,17.99,,,1,1.56,1.94,0.28,312.07,2.3,0.67,,1.57,,,51.39,,,8,1525838695.0,Real Estate Investment Trusts,Finance
AKRO,109.25,59.09,,8.8,,,,,,,50.25,,50.79,57.3,,,24.39,,,24.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,3.27,3.19,,,,,2.84,24.89,,,,,,,,,,,,,2904657802.0,Pharmaceuticals: Major,Health Technology
ALB,,67.91,,26.2,1.3,1.9,54.1,,,40.7,83.16,1.8,,73.89,1.63,,0.87,0.47,105.22,2.44,109.56,67.43,53.91,,0.35,,2.71,1.54,,,,74.87,13.57,2.84,2.64,,0.59,,,1.56,54.52,15.49,,,155.96,,,,,,,,1.54,,177.44,53.77,1.91,,,,,,3.99,0.6,,,20.49,,,2.9,2.02,1.58,,,,,,,,,18.11,,,10,21573029995.0,Chemicals: Specialty,Process Industries
ALC,32.67,38.35,,1.9,,24.6,36.9,26.2,93.46,9.9,41.53,0.3,17.9,37.83,3.66,,0.59,0.27,88.88,2.56,196.29,70.31,69.55,2.82,0.24,,0.09,0.3,40.17,26.75,79.66,37.45,20.45,4.71,5.04,2.49,0.71,6.31,1.37,0.3,25.22,20.84,14.16,6.83,83.39,55.37,6.29,,,11.38,,12.34,2.05,40.04,30.97,3.29,4.51,,,,,71.27,4.34,,,,49.76,55.62,1.37,2.26,13.19,1.56,3.72,17.33,4.47,5.3,,4.71,,0.22,,,,4,40940421157.00487,Medical Specialties,Health Technology
ALE,19.41,69.27,,3.5,3.1,5.9,8.5,,,13.3,79.18,5.11,1.8,73.6,1.26,,0.3,0.06,65.39,1.45,60.51,34.27,29.73,3.68,0.64,,0.92,4.26,25.21,11.18,47.47,,,,3.49,3.97,0.42,7.35,3.05,4.3,16.39,,,,58.24,31.57,2.05,,,11.5,,10.53,1.34,20.96,21.52,53.8,2.41,,,,,32.91,1.16,1.01,,,8.74,22.87,,2.46,1.41,0.95,2.71,4.2,3.43,6.4,,2.27,,5.79,16.31,,,10,3246439738.0,Electric Utilities,Utilities
ALEX,15.82,67.74,,,37.5,3,54.7,2.1,,3,82.91,4.47,11.33,74.55,0.8,,0.07,0.04,19.93,0.2,,16.86,6.4,4.19,0.47,,1.08,4.47,22.22,16.84,33.21,,15.2,9.25,8.36,4.5,0.61,25.02,3.92,4.47,32.67,,,,17.79,49.66,3.52,,,19.63,,39.57,1.45,32.15,24.16,0.84,6.33,,,,17.28,25.55,1.27,1.25,,,14.97,28.22,,1.11,1.51,0.2,2.67,130.44,5.77,4.42,,5.36,,6.8,43.33,,,6,1261496311.0,Real Estate Investment Trusts,Finance
ALG,,66.98,,13.2,19.2,20.9,32.5,,36.25,12.8,75.18,1.05,,71.17,6,,0.66,0.63,194.58,4.15,112.12,30.49,82.56,0.97,0.22,,0.1,0.53,13.69,10.6,15.8,,,,1.48,7.3,0.69,9.34,6.61,0.53,17.92,20.1,,,178.27,25.87,7.4,,,7.19,,10.55,2.3,19.59,19.59,1.31,1.42,,1.04,1.31,,15.09,1.76,1.17,,5.61,12.67,14.96,1.19,1.26,3.57,2.39,8.1,23.06,14.2,12.5,,11.5,,3.51,26.99,,,10,2055962845.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
ALGN,15.57,54.19,1.6,5.6,,19.8,,7.4,,17.4,70.11,,,60.34,5.79,,0.5,8.17,223.44,1.26,85.16,33.46,88.27,0.16,0.03,,,,23.45,19.43,42.64,19.08,16.6,3.71,4.02,4.26,0.62,9.42,2.24,,21.78,15.59,10.9,5.97,295.58,69.98,,,,11.15,,17.16,4.24,38.13,23.97,1.92,4.25,,0.77,1.95,,44.92,2.3,0.55,,94.89,33.6,225.69,1.92,1.61,4.98,1.14,7.1,48.48,16.36,11.69,,9.14,,0.75,29.21,,,10,25416078366.0,Medical Specialties,Health Technology
ALGT,1.9,71.46,,19.5,19.7,,25.8,,9.2,31,76.08,2.47,9.23,73.02,1.09,,0.62,0.33,73.39,0.75,6.2,10.48,9.53,6.87,1.75,,0.92,2.47,36.16,8.7,,,,1.04,1.16,2.77,0.27,,,,12.67,,,7.87,90.26,14.4,0.77,,,,,3.34,1.04,,37.44,,0.54,,,,,,1.32,0.35,,,4.33,,,1.57,1.04,0.72,,2.25,2.18,,,1.6,,,8.97,,,9,1561179126.0,Airlines,Transportation
ALK,30.27,72.49,,10.7,,,,2.3,84.72,41,76.49,,1.99,74.1,1.11,,0.4,0.41,51.17,0.6,5.37,8.77,13.49,5.56,1.37,,,,17.29,9.25,,8.51,4.27,0.7,0.95,5.78,0.23,,,,9.49,,15.46,14.83,52.96,17.79,6.78,,,2.99,,7.63,1.44,20.63,12.24,,0.62,,,,,,1.99,0.6,,,5.73,38.97,,1.26,7.27,0.57,2.03,5.95,5.48,7.71,,3.5,,,13.83,,,9,5021548560.999999,Airlines,Transportation
ALKS,30.67,64.65,,2.4,,,,101.1,,14.4,80.88,,20.21,70.99,4.52,,2,2.48,30.02,3.45,277.42,107.05,78.41,0.92,0.28,,,,12.16,10.92,13.72,24.16,20.8,3.06,2.88,8.22,0.6,20.94,6.49,,14.94,,,,28.56,83.17,13.03,,,22.15,,20.77,3.76,15.39,15.09,,3.39,,,,,16.08,1.64,0.85,107.09,6.92,14.28,24.66,,2.34,4.02,3.03,15.29,71.05,21.07,26.09,,39.29,,0.37,,,,1,4930138503.0,Pharmaceuticals: Major,Health Technology
ALKT,60.87,56.33,,,,6.2,,19.5,,27.8,48.23,,29.91,53.2,26.47,,2.1,5.4,37.84,3.52,,17.17,34.92,,0.06,,,,,,,,,,11.8,,0.8,,,,73.6,,,24.1,25.65,58.11,,,,,,,11.23,,,,11.73,,,,,,,,221.21,44.24,532.85,,,,23.8,3.52,,,,,,,,2.2,,,,,1635813314.0,Packaged Software,Technology Services
ALNY,75.63,51.4,,,,34.2,28.3,,,50.6,59.91,,88.95,52.35,3.75,,2.28,2.14,266.49,2.75,104.56,83.93,57.08,,40.24,,,,,,2154.79,,300.98,13.19,16.61,,0.01,0.77,0.05,,,,,23.93,340.68,85.37,,,,,,,1065.96,,,,16.12,,,,,2317.31,,0.21,,,609.81,,,,1065.96,2.69,,,,,,,,0.04,,,,,23123870652.000004,Pharmaceuticals: Major,Health Technology
ALSN,88.79,84.19,7.9,27.7,10.6,26.2,41.4,22.8,183.66,22.3,93.37,1.32,31.01,88.18,3.01,,1.4,0.33,118.51,2.83,64.21,52.8,43.2,2.16,1.48,,0.12,0.83,12.17,10.75,16.84,11.39,9.66,3.58,3.74,8.22,0.3,22.1,6.9,0.84,13.05,17.65,12.01,5.49,63.52,47.66,10.67,,,22.66,,30.65,6.34,14.43,14.43,1.95,3.28,,0.46,0.92,,14.9,,1.46,,,12.74,15.86,1.11,1.05,,2.25,14.17,101.84,21.4,52.88,,19.3,,3.89,24.84,,,10,5308520497.000001,Auto Parts: OEM,Producer Manufacturing
ALTR,35.4,57.74,,19.3,,12,5.2,58.3,18.01,5.8,50.12,,10.72,55.49,10.7,,2.44,1.98,103.89,3.27,,17.12,77.33,2.61,0.31,,,,146.9,86.43,67.98,,55.47,12.19,13.35,0.68,0.61,19.57,1.43,,72.97,,,8.4,71.92,81.29,4.86,,,5.1,,4.55,10.55,253.44,168.41,,13.83,,,,,71.67,15.49,,,60.41,65.35,149.1,,7.58,31.97,3.27,2.45,82.98,5.46,4.4,,2.03,,0.46,,,,3,5314548089.0,Packaged Software,Technology Services
ALV,,60.87,1.8,3.9,62.5,14.8,37.5,,40.88,13,71.38,3.38,,64.96,2.75,,0.1,0.17,101.3,0.96,41.71,79.88,75.27,1.89,1.04,,0.3,2.69,11.31,7.86,20.16,8.51,6.31,0.9,0.94,8.84,0.28,4.68,6.18,2.69,9.94,12.62,14.91,3.4,112.21,18.13,8.14,,,5.98,,8.2,3.49,13.19,11.22,9.35,0.8,,,,,16.93,2.1,0.93,,,7.65,10.69,1.29,1.61,8.85,0.71,7.68,36.49,20.35,26.11,,13.74,,8.05,17.62,,,10,8286669090.0,Auto Parts: OEM,Producer Manufacturing
ALVO,38.18,40.7,,0.6,,,,,,13.8,13.71,,,30.11,,,0.01,0.01,12.15,0.24,196.04,132,51,,,,,,,,,,,,15.87,,,,,,63.54,,,104.44,0.0,48.46,,,,,,,,,,,10.17,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,2442651982.0,Biotechnology,Health Technology
ALX,19.24,43.51,,5.4,,24.4,7.4,11.7,,4.1,35.98,8,2.36,41.5,1.59,,6.9,0.32,224.9,10.02,,4056.19,192.75,7.15,5.78,,1.95,8,16.37,12.31,27.86,,,,8.12,6.11,0.14,29.15,5.92,8,,17.94,,,236.66,98.12,1.3,,,20.33,,38.02,6.02,24.31,24.31,4.5,4.95,,,,13.62,16.95,2.55,0.68,,,16.95,,2.54,1.09,6.02,10.02,3.36,98.66,8.51,21.13,,9.92,,5.48,13.38,,,10,1006953368.0,Real Estate Investment Trusts,Finance
AM,24.88,62.47,,,,83.5,3,2,60.37,4.3,81.36,8.54,8.25,68.78,1.86,,,,15.45,1.09,,17.43,31.14,3.35,1.49,,1.09,5.84,14.56,11.28,18.8,10.98,9.5,9.14,9.29,6.87,0.37,48.88,7.56,5.84,15.23,,12.58,2.33,12.58,62.98,3.05,,,33.94,,55.58,3.49,19.31,18.74,,6.49,,,,,13.27,2.53,,,,9.17,16.01,,1.36,7.68,1.09,6.77,19.17,12.97,18.21,,8.41,,7.59,,,,7,5631422941.0,Oil & Gas Pipelines,Industrial Services
AMAT,36.09,48.8,3,19.3,10.5,24.6,24.5,34.9,46.78,19,50.99,1.32,,50.14,10.55,,1.26,1.37,187.3,2.86,147,37.5,67.53,0.74,0.35,,0.16,0.75,17.66,16.86,23.74,18.24,15.96,5.03,5.7,5.66,0.56,24.45,4.25,0.84,19.32,23.07,10.71,7.68,151.72,47.41,32.6,,,27.74,,29.02,8.2,21.04,22.14,1.09,5.84,,0.71,0.76,,23.85,3.2,1.59,,26.33,20.46,23.06,0.89,1.81,10.4,2.09,23.53,110.12,35.67,43.36,,32.92,,2.54,37.02,,,10,115650808151.0,Industrial Machinery,Producer Manufacturing
AMBA,18.8,61.13,,1.1,,,21.6,,,,70.96,,30.08,64.06,14.33,,2.4,32.55,61.14,3.06,127.88,71.32,42.9,,0.01,,,,,,,,1372.45,7.41,10.58,,0.84,,,,,,,21.29,53.81,60.22,,,,,,,4.61,,,,11.23,,,,,,,1.49,21.54,14.26,449.4,,,3.79,12.9,2.72,,,,,,,,0.1,,,,4,2277445800.0,Semiconductors,Electronic Technology
AMBP,6.27,51.06,0.3,27.8,,,,53.9,,12.1,63.4,10.77,,52.31,1.06,,0.3,0.1,3.71,1.17,37.17,90.19,30.93,7.2,,,,10.77,53.6,10.55,20.37,22.91,8.35,1.18,1.22,1.87,,5.94,13.01,10.77,16.55,,,2.86,4.02,11.81,0.87,,,,,2.95,,,,,0.46,,,,,7.71,,,,,4.44,,,,,0.88,,4.27,2.69,,,2.97,,0.93,,,,2,1960091667.0,Containers/Packaging,Process Industries
AMC,,52.87,,50,,,73.1,63.7,,,57.61,,43.3,54.98,,,0.33,0.06,4.54,0.5,9.94,68.22,5.9,24.05,,,,,387.93,27.34,,293.39,29.68,1.89,2.17,0.26,,,,,,39,54.48,4.43,17.0,67.28,,,,,,,,,,,0.32,,,,,,,0.44,,,,,,,,0.5,,0.5,0.35,,,,,35.25,,,,4,1658263514.0,Movies/Entertainment,Consumer Services
AMCR,23.37,34.03,2,,2.1,1.3,2.7,,10.56,4.6,36.47,4.89,8.01,32.28,1.9,,0.11,0.06,10.21,1.29,71.68,78.98,50.88,4.13,1.99,,0.76,4.89,17.12,11.79,33.02,15.21,11.1,1.55,1.64,5.84,0.23,4.97,4.57,4.99,13.85,10.67,5.33,2.41,10.59,20.12,3.81,,,5.68,,9.82,3.77,19.23,15.54,2.83,1.1,,,,,21.92,,,,,12.42,22.6,2.75,1.57,,0.74,4.6,26.13,10.25,19.61,,8.11,,4.14,13.61,,,10,13543418485.0,Containers/Packaging,Process Industries
AMD,41.57,44.24,,92.9,,22.5,27.1,2.3,,19.9,47.94,,10.51,44.14,12,,0.61,2.03,145.38,2.5,138.61,57.9,85.51,0.47,0.04,,,,151.69,49.64,152.19,38.12,25.98,7.31,9.76,0.66,0.82,6.4,0.66,,28.5,20.94,40.93,21.78,123.94,48.38,13.71,,,7.52,,5.64,4.14,130.97,48.46,1.04,9.77,,,,,152.88,6.35,1.86,,38.7,112,643.26,1.93,3.43,18.76,1.78,2.68,20.52,2.55,3.25,,2.93,,0.76,246.41,,,6,163974485587.0,Semiconductors,Electronic Technology
AME,12.99,75.38,,13.6,11.6,12.4,19.2,9.8,9.92,13.2,82.21,1.06,,78.76,7.03,,0.2,0.17,191.71,1.39,90.5,41.58,51.53,1.1,0.25,,0.16,0.57,26.45,21.74,27.46,23.42,19.45,6.36,6.7,3.78,0.65,24.37,3.8,0.58,26.24,13.15,7.41,5.59,166.68,35.41,15.26,,,19.27,,25.41,4.64,33.4,28.87,2.95,6.45,,1.68,1.66,,26.41,,1.55,,,24.45,26.27,2.81,1.99,,0.84,9.18,88,14.26,14.85,,10.87,,,43.08,,,10,34982878734.0,Electrical Products,Producer Manufacturing
AMED,3.3,31.68,0.1,9.8,,,,,,3.3,21.71,,0.87,28.18,3.87,,0.51,0.53,91.23,1.19,,8.81,51.9,2.07,0.41,,,,19.53,14.39,16.01,13.67,11.87,1.23,1.4,5.12,0.54,8.77,6.81,,17.97,,8.17,6.97,97.61,43.67,6.52,,,3.57,,9,2.6,36.2,21.27,,1.31,,,,,14.76,,0.93,,,14.19,17.28,,1.11,,1.19,3.97,121.19,10.36,7.58,,7.38,,0.94,28.87,,,8,3058687570.0,Medical/Nursing Services,Health Services
AMG,41.96,50.89,9,19.6,,22.9,13.4,,5.14,3.9,52.21,,19.24,49.69,2.6,,1.72,0.41,185.59,2.45,,,80.88,2.39,0.79,,,0.02,6.83,6.55,7.44,10.56,9.73,3.36,3.56,14.64,0.37,47.86,17.23,0.02,7.73,32.8,12.81,3.17,161.5,54.39,5.33,,,27.02,,34.18,1.68,12.11,9.22,0.4,3.45,,,,,7.18,,1.06,,,7.12,11.1,0.37,0.53,,2.45,6.08,1642.9,12.63,15.75,,7.73,,14.09,14.76,,,10,4716965966.0,Investment Managers,Finance
