Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
EQC,,68.51,4.2,,,,186.2,61.6,1.6,71.99,,1.92,71.33,50.5,,84.6,,20.05,85.27,,304.89,99.01,,,,,,,48.7,0.75,,,,1.59,,0.99,211.63,5.87,,,,,,23.08,55.55,,,,171.4,,,0.93,23.05,23.05,,36.58,,,,19.57,17.27,0.98,1.58,0.99,1.04,17.27,,,0.81,0.93,85.27,4.21,,,4.27,,,,2.76,12.61,,,9,2073905529.0,Real Estate Investment Trusts,Finance
EQIX,,45.37,,3.5,10.8,10.6,21,146.6,8.7,35.73,3.26,,41.91,2.55,,0.53,0.09,768.27,1.1,,72.01,44.18,5.07,1.41,,1.53,2.1,61.7,27.07,560.87,47.67,22.53,10.53,11.1,1.62,0.39,1.98,0.23,2.22,73.68,5.35,9.52,8.12,843.13,48.15,3.5,,,11.32,,17.2,5.93,77.06,76.53,15.01,8.68,,3.78,12.66,25.42,435.52,7.01,1.04,,,23.26,140.64,14.83,6.86,14.43,1.1,2.96,7.79,5.07,7.75,,4.25,,0.31,157.75,,,9,72626964233.0,Real Estate Investment Trusts,Finance
EQNR,,38.88,3.2,24.1,23.2,75.9,,113.3,45.2,39.22,5.84,0.18,37.89,2.81,,0.9,0.94,25.43,1.54,23,61.87,39.76,0.73,0.75,,0.38,4.85,2.21,1.66,10.14,2.36,1.82,0.69,0.7,45.25,0.33,7.11,10.68,5.28,7.17,33.8,,,29.58,42.05,29.31,,,9.14,,29.4,1.75,7.75,7.75,0.24,0.73,,,,,10.33,0.85,0.75,,,4.15,5.34,0.32,0.38,2.04,1.44,6.91,57.57,31.65,19.94,,10.34,,7.35,15.99,,,7,98209793093.99974,Integrated Oil,Energy Minerals
EQR,3.78,56.28,,1.1,3.2,,16.3,2.5,3.3,51.42,4.64,16,54.52,2.39,,0.06,0.01,69.17,0.23,,44.77,,3.13,0.68,,2.83,3.85,23.17,14.3,27.18,40.06,19.32,11.51,11.68,4.32,0.56,42.98,4.61,3.9,37.03,6.71,,3.56,69.28,63.76,3.32,,,32.83,,30.79,2.39,27.56,73.04,146.08,9.23,,,,18.71,22.38,2.79,0.92,,,16.86,15.79,,1.35,2.39,0.23,4.79,321.54,7.64,8.67,,4.45,,4.37,17.21,,,10,23939686937.0,Real Estate Investment Trusts,Finance
EQT,,21.49,,1.9,172.6,78.7,,13.9,6.3,11.88,2.03,6.26,16.94,1.61,,0.02,0.01,30.21,0.73,,187.7,46.11,1.73,0.33,,0.41,2.03,25.13,8.28,55.47,21.56,7.11,4.23,5.17,3.98,0.61,9.33,2.38,2.05,24.03,,76.43,20.6,17.07,50.67,,,,15.22,,,0.88,19.12,19.88,,2.91,,,,,31.84,0.88,1.53,,,5.19,11.35,,0.74,0.88,0.73,2.87,4.26,4.25,4.89,,,,,,,,5,17079631506.0,Oil & Gas Production,Energy Minerals
EQX,15.94,39.34,,10.4,,,,,,28.49,,31.97,34.58,1.06,,0.32,0.21,5.03,1.17,134.47,43.58,19.59,3.71,0.39,,,,72.46,10.82,,,,1.7,2.5,1.38,0.56,,,,22.66,,137.68,27.09,6.62,9.62,0.65,,,,,3.88,0.71,,,,1.53,,,,,,,,,,7.08,,,2.34,0.71,0.49,,1.13,0.99,,,1.32,,,,,,3,1605417441.9240685,Precious Metals,Non-Energy Minerals
ERIC,23.9,50.02,,4.4,21.6,,,,4.2,30.28,12.02,17.14,43.64,1.33,,0.37,0.98,6.53,1.14,95.63,72.1,65.6,1.99,0.57,,0.28,3.83,,9.56,9.24,75.5,18.4,0.97,0.92,,0.3,10.54,11.45,3.83,43.53,18.81,86.57,,5.82,40.8,3.83,,,,,5.5,2.74,,7.26,,0.93,,,,,8.9,2.17,0.82,,,7.62,,0.71,0.98,14.2,0.9,,,,,,5.63,,0.81,163.25,,,7,16779336880.784998,Telecommunications Equipment,Electronic Technology
ERII,,60.15,,8.3,,,,31.7,11,58.43,,,60.23,20.39,,5.04,8.2,16.03,7.94,271.75,24.87,71.82,0.55,0.06,,,,50.7,37.63,25.53,,,,6.38,1.97,0.88,24.98,3.6,,50.09,,28.77,19.27,25.7,67.47,,,,15.4,,12.58,4.21,44.53,44.53,4.09,6.9,,,,,27.69,2.97,0.79,13.03,7.16,25.57,43.51,,3.12,4.48,6.26,8.72,22.12,7.72,9.98,,12.89,,,72.86,,,8,1297351822.0,Industrial Machinery,Producer Manufacturing
ERJ,81.61,44.4,0.1,,,,,,10.1,31.96,,44.11,40.35,1.09,,0.38,0.54,27.1,1.51,1435.62,444.01,87.65,17.09,0.98,,,,54.25,39.32,,14.87,9.91,1.11,6.98,1.84,0.26,,,,20.33,,49.99,17.03,18.18,18.82,,,,3.2,,,2.04,173.72,301.11,,6.39,,,,,,4.38,9.71,,,,,,6.22,14.04,0.71,0.27,6.11,1.63,1.05,,,,10.13,,,,5,2668627051.265,Aerospace & Defense,Electronic Technology
ERO,5.66,40.85,,50.2,,24.1,,,10.3,43.35,,53.92,40.06,2.24,,0.25,0.08,17.94,0.68,47.41,77.81,8.8,20.21,0.83,,,,29.7,19.35,,,,3.73,5.69,3.37,0.46,,,,12.72,7.44,80.18,35.65,16.53,34.16,18.78,,,,,19.66,2.86,27.18,26.78,1.08,4.11,,,,,,1.99,,,,58.88,,3.27,11.8,2.86,0.5,,,,,,5.82,,,,,,6,1754247366.4508257,Other Metals/Minerals,Non-Energy Minerals
ES,,74.61,,,16.6,,8,,9.1,80.78,5.99,6.67,78.18,0.65,,0.04,0.01,65.02,0.77,27.87,101.91,47.89,12.87,1.95,,0.65,4.29,46.32,24.08,,19.16,13.31,4.09,4.66,2.16,0.25,,,4.41,14.25,,5.44,4.6,84.29,46.07,2.77,,,,,23.77,1.57,,15.11,,2,,,,,,1.23,0.8,,,12.22,,,,2.28,0.68,,2.93,2.32,,,,,,19.01,,,9,22414799889.0,Electric Utilities,Utilities
ESAB,29.26,45.17,,,,18.3,9.7,1.2,12.1,32.13,0.28,4.53,41.58,2.98,,0.12,0.07,92.84,1.65,88.07,67.97,53.05,2.2,0.66,,0.05,0.28,15.81,13.59,23.34,15.5,13.34,2.5,2.43,6.33,0.43,10.39,5.15,0.35,20.32,,14.21,2.38,0.0,36.81,5.33,,,8.39,,15.85,3.42,24.37,20.85,,2.04,,,,,19.52,,,,,16.76,,,,,1.01,6.1,57.91,13.32,15.2,,10.12,,2.4,,,,5,4115715080.0,Industrial Machinery,Producer Manufacturing
ESI,32.16,38.95,0.7,0.9,85.7,5.2,5.6,5.5,9.2,26.5,1.31,24.22,33.54,1.95,,0.83,0.16,24.4,3.5,84.75,37.27,71.23,5,0.81,,0.3,1.31,35.25,19.99,29.72,15.38,14.25,3.2,3.27,2.84,0.48,10.99,4.39,1.31,28.27,8.95,31.42,4.92,20.67,41.28,5.74,,,8.24,,13.07,2.49,30.12,23,6.39,2.48,,,,,22.78,,1.43,,,18.31,33.21,,1.29,,2.6,3.91,24.4,4.74,8.41,,8.36,,0.85,,,,5,4716314277.0,Chemicals: Major Diversified,Process Industries
ESLT,,38.61,,9.7,,2.5,,,8.3,29.22,1.08,,35.21,1.47,,0.03,0.09,178.1,1.16,177.45,89.57,141.25,3.21,0.52,,0.23,1.14,29.65,19.65,,,,,1.55,3.37,0.29,,,1.14,26.58,9.36,11.89,5.64,162.07,24.38,4.48,,,3.7,,6.1,2.65,35.06,27.7,6.16,1.3,,2.4,,,,2.95,1.02,,,44.36,,3.06,2.87,7.03,0.66,2.33,14.29,6.59,7.89,,4.55,,,25.55,,,10,8858517924.730385,Aerospace & Defense,Electronic Technology
ESS,11.61,52.17,0.4,,3.6,,17.5,6.3,4.4,45.46,4.27,18.19,49.27,1.85,,0.28,0.02,272.62,0.77,,224.53,2.13,4.05,1.16,,1.53,3.48,24.22,15.53,27.59,36.09,19.64,13.74,14.2,4.13,0.44,51.47,5.03,3.58,32.66,5.31,,3.65,259.38,81.66,3.41,,,30.31,,44.68,3.19,33.74,43.75,19.89,10.23,,2.33,1.45,18.75,19.94,2.49,0.86,,,17.06,18.38,,1.47,3.19,0.77,4.15,1616.57,8.29,9.4,,6.38,,1.65,35.45,,,10,14455363768.0,Real Estate Investment Trusts,Finance
ESTA,,28.65,,,,,,,21.1,8.38,,18.21,20.53,1.18,,1.52,0.37,34.37,4.24,431.72,195.82,114.75,,3.45,,,,,,,,,10.16,7.42,,0.19,,,,,,,24.4,64.46,65.01,,,,,,,16.62,,,,5.85,,,,,,,,,,,,,,20.1,2.73,,,,,,,,,,,,,1340076881.0,Medical Specialties,Health Technology
ESTC,80.87,37.03,,13.4,,14.2,,88.1,20.4,24.45,,,31.82,4.3,,1.24,1.83,100.0,1.76,,27.33,70.94,,0.8,,,,,,68.1,200.07,151.04,6.71,7.81,,0.33,11.47,1.43,,70.44,,25.78,19.03,107.82,73.96,,,,4.87,,,13.77,188.68,39.68,3.57,8.07,,,,,71.31,6.71,,,384.62,69.7,,4.83,12.61,25.51,1.76,3.25,,,11.38,,5.46,,,,,,1,7705228876.000001,Packaged Software,Technology Services
ET,26.9,44.48,,16.7,5,18.6,25,34.6,19.6,31.56,6.58,13.07,39.44,1.42,,0.15,0.04,15.43,1.18,12.68,38.48,39.89,4.13,1.51,,0.99,8.16,12.41,8.08,15.37,9.99,6.88,1.15,1.31,8.06,0.31,8.5,13.27,8.34,10.12,11.6,11.7,5.3,11.68,17.38,3.21,,,5,,10.62,1.45,14.16,12.25,,0.62,,,,,7.31,1.04,1.3,,,5.05,10.99,,0.74,2,1,3.71,10.11,8.78,11.78,,8.24,,2.79,12.54,,,9,42716184034.0,Oil & Gas Pipelines,Industrial Services
ETN,47,35.1,,8.3,5.6,22.2,22.9,4.2,9.4,29.31,1.69,17.8,32.69,4.83,,0.34,0.27,272.52,1.56,91.74,80.88,69.16,1.95,0.55,,0.37,1.31,28.41,23.34,39.51,24.21,20.75,4.75,5.04,3.52,0.49,12.51,2.72,1.39,28.84,13.3,12.81,7.55,207.46,37.53,36.43,,,15.12,,17.96,5.64,32.17,28.3,3.41,4.53,,1.75,2.47,,37.07,,2.56,,,28.32,30.66,2.4,2.66,,1.07,9.58,65.77,14.68,19.44,,11.16,,1.47,42.85,,,10,86838359756.0,Electrical Products,Producer Manufacturing
ETNB,,51.86,,,,15.1,13.4,14.3,,42.85,,,50.02,,,14.7,,,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,1.61,1.57,,,,,1.57,15.03,,,,,,,,,,,,,1310348136.0000002,Pharmaceuticals: Major,Health Technology
ETR,7.92,79.39,,8,5.1,2.5,18.4,45.7,4.4,91.23,4.69,5.79,85.4,0.88,,0.25,0.05,115.51,0.94,90,77.09,22.18,6.4,1.97,,0.41,3.87,20.76,10.96,,17.96,10.72,4.09,4.45,4.82,0.23,,,3.92,15.94,,,4.61,103.06,45.64,2.28,,,14.8,,20.14,1.7,11.59,10.83,1.43,2.05,,,,,,0.91,1.34,,,6.12,,,,1.74,0.62,2.93,4.86,3.95,12.65,,6.59,,1.34,25.17,,,8,20807231060.0,Electric Utilities,Utilities
ETRN,45.17,33.67,,,,,,,,27.54,4.83,29.18,30.13,0.34,,0.21,0.02,12.42,0.68,16.55,57.85,62.28,6.19,4.54,,0.64,4.83,14.89,10.83,25.57,14.92,10.99,9.49,9.74,6.72,0.14,38.09,10.05,4.83,13.68,,,4.19,9.39,75.46,1.54,,,31.98,,49.47,5.12,13.96,13.28,,3.83,,,,,10.06,6.21,,,,5.88,7.35,,1.01,65.37,0.68,3.97,11.67,8.58,26.63,,6.11,,,,,,5,4159305634.0,Oil & Gas Pipelines,Industrial Services
ETSY,,35.84,1.8,,,,,,15.7,19.12,,,29.87,2.45,,1.77,0.42,55.47,2.41,,113.62,33.73,5.97,,,,,27.21,20.47,11.87,16.16,10.66,2.91,2.96,3.68,,24.9,10.85,,23.8,24.85,9.08,4.61,111.86,70.57,,,,10.36,,12.35,,25.79,25.2,,2.7,,,,,10.98,,,,,10.35,18.01,,1.1,,2.41,11.35,123.5,15.44,,,22.03,,10.27,99.02,,,6,7988516079.000001,Internet Retail,Retail Trade
ETWO,,39.36,,,,,,,,22.07,,25.14,33.8,,,0.51,0.15,4.06,1.02,,33.73,66.61,,0.74,,,,,,39.8,11.9,10.05,3.5,3.53,,0.47,8.88,4.44,,7.51,,,3.63,6.04,49.7,,,,,,,0.86,,,,1.97,,,,,22.44,,,,,14.74,,,,,1.02,,,,,,,,0.63,,,,,1691047228.0,Packaged Software,Technology Services
EURN,2.17,55.71,,4.3,43.8,18.1,8.3,,5.8,51.66,41.99,,55.84,2.84,,0.8,0.32,16.73,1.46,22.11,79.24,112.57,1.04,0.82,,0.79,41.99,3.3,2.86,8.49,13.15,8.31,3.07,3.82,30.3,0.52,45.21,16.36,41.99,5.6,19.07,,,20.43,49.05,4.1,,,103.38,,45.75,1.64,2.86,6.38,0.31,2.86,,,,,6.35,0.67,1.07,,,3.8,2.49,0.42,1.22,1.65,1.41,30.3,38.84,37.85,53.9,,14.81,,53.08,12.39,,,7,3162310760.913043,Marine Shipping,Transportation
EVCM,3.24,43.89,1,,,,46.3,,,20.18,,15.07,34.71,1.74,,0.79,0.17,10.57,1.71,,13.91,25.9,5.09,0.66,,,,804.06,23.93,30.38,,,3.61,3.65,0.12,0.54,12,4.2,,19.6,,,4.83,11.75,66.12,0.56,,,,,3.02,2.46,,,,2.89,,,,,24.23,,,,,18.91,,,,,1.71,,30.58,0.22,,,1.8,,2.73,,,,,1793036575.0000002,Packaged Software,Technology Services
EVEX,,33.94,,,,,,,,21.5,,,30.06,,,3.06,,,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,,,,,,,,,,,,14.21,5.29,,,,,5.19,4.96,,,,,,,,,,,,,2374025603.0,Aerospace & Defense,Electronic Technology
EVH,,55.93,,8.5,,57.2,,,17.5,53.55,,,57.58,1.31,,0.25,0.26,21.03,1.02,,12.9,62.97,16.08,0.61,,,,,76.68,23.52,16.8,15.5,1.19,1.41,,0.4,5.99,5.41,,14.46,,,19.45,45.97,20.56,,,,,,,2.3,,,,1.11,,,,,18.25,,,,,15.25,,,4.11,,1.02,,,,,,,,,,,,1,2967005566.0,Miscellaneous Commercial Services,Commercial Services
EVO,,36.49,,12.6,,,,,10.7,19.28,,,29.91,0.88,,1.17,0.83,4.35,1.86,18.73,64.21,64.71,,0.57,,,,,,,62.35,12.97,1.67,2,,0.5,,,,188.4,23.56,,15.06,12.14,20.16,,,,,,,1.26,,,,1.78,,,,,,,0.27,,,,,,2.42,1.72,1.79,,,,,,,,,54.13,,,7,4270653341.1357794,Pharmaceuticals: Major,Health Technology
EVRG,,83.87,,3,6.6,5.2,4.5,,3.4,96.54,6.09,6.34,90.45,0.75,,0.02,0.01,58.53,0.57,99.3,56.04,0.52,5.64,1.41,,0.72,4.32,21.7,11.35,,18.5,10.52,4.73,4.94,4.61,0.31,,,4.36,15.3,4.57,6.59,3.16,61.39,49.99,2.36,,,12.84,,22.79,1.4,18.94,16.72,2.46,2.42,,,,,,1.17,0.89,,,6.98,39.47,2.86,1.95,1.84,0.32,2.33,5.36,4.72,7.4,,3.93,,,18.17,,,10,12436075002.0,Electric Utilities,Utilities
EVRI,,81.98,1.1,,,29,,,25,91.07,,,85.84,1.03,,0.3,0.28,12.87,1.05,169.34,69.36,48.37,3.31,4.19,,,,11.88,6.17,11.46,,5.48,2.27,2.27,8.42,0.11,19.78,14.38,,19.21,16.95,,2.42,21.4,80.22,1.94,,,7.59,,19.08,4.66,19.8,13.84,2.13,1.47,,,,,7.34,,1.49,,,3.66,7.79,1.43,0.84,,0.96,3.16,102.1,12.19,25.24,,7.6,,9.72,,,,6,1313735233.0,Casinos/Gaming,Consumer Services
EW,16.05,20.21,1.3,14.7,,20.6,11,0.3,12.4,14.92,,7.27,17.18,11.35,,1.64,2.87,60.7,3.71,286.7,52.08,47.03,0.41,0.09,,,,22.81,20.77,64.06,21.65,17.65,5.45,5.89,4.38,0.74,9.2,1.51,,23.92,17.2,7.42,6.57,97.5,77.03,,,,24.55,,27.72,4.91,24.98,23.44,1.33,6.11,,0.7,4.54,,66.93,2.55,0.67,,19.71,42.58,88.76,1.58,1.99,6.23,2.87,15.48,53.1,18.6,21.51,,21.18,,2.11,34.29,,,10,44499472827.0,Medical Specialties,Health Technology
EWCZ,,31.91,,,,35,,,9.5,25.85,,,29.83,0.82,,1.73,0.16,7.91,2.95,134.35,37.01,13.28,5.34,4.37,,,,13.95,10.02,11.59,,,,3.21,7.17,0.12,27.66,16,,24.4,,56.42,8.18,18.38,72.33,1.94,,,5.5,,22.76,4.43,31.72,31.85,,1.75,,,,,6.42,,,,,6.38,,,,,2.31,1.64,209.18,7.18,13.24,,5.12,,0.03,,,,3,1134189161.0,Other Consumer Services,Consumer Services
EXAS,,65.2,,7.3,,,29.7,,12,70.46,,,68.26,1.53,,1.42,0.34,55.8,2.17,67.45,35.54,30.35,47.21,0.87,,,,,212.15,,,199.66,4.39,4.75,,0.48,,,,,,,13.13,76.0,73.19,,,,,,,3.23,,,,3.93,,,,,,,0.23,,,86.31,,,1395,,1.98,,,,,,,,,,,,,13853417481.0,Medical Specialties,Health Technology
EXC,,78.11,,,,,,11.4,,94.26,3.93,2.05,86.69,0.73,,0.11,0.02,37.51,1.03,20.98,73.78,37.92,5.71,1.77,,0.63,3.93,19.08,10.6,,19.74,10.54,4.23,3.78,5.24,0.25,,,4.03,15.42,,6.07,2.75,45.07,40.59,2.3,,,10.65,,18.56,1.44,16.19,16.26,,1.67,,,,,,1.15,1.89,,,6.92,,,,1.92,0.93,2.39,6.1,4.88,9.43,,3.86,,,13.35,,,10,41450880251.00001,Electric Utilities,Utilities
EXEL,9.03,59.55,1,7.4,,17.7,22.9,,22.4,51.82,,3.27,58.08,7.48,,2.58,4.78,23.5,3.46,112,133.07,47.15,0.88,0.1,,,,30.73,27.35,33.92,13.16,12.53,3.36,3.4,3.25,0.76,10.02,2.7,,20.8,,41.47,7.95,24.28,95.7,,,,11.1,,11.07,3.26,36.58,30,,4.02,,,,,40.58,2.12,0.51,24.23,11.24,23.6,57.34,,1.21,3.36,3.41,6.83,46.89,7.74,8.67,,9.06,,10.17,53.45,,,7,6943884376.0,Pharmaceuticals: Major,Health Technology
EXP,14.21,58.31,6.9,6.1,115.4,17.4,24.7,,18.4,52.37,1.79,,57.8,5.29,,0.16,0.04,243.76,2.45,78.25,29.03,37.62,1.36,0.83,,0.07,0.4,14.23,11.62,21.9,,10.5,3.92,4.24,7.03,0.44,19.35,5.35,0.4,15.7,24.39,10.18,5.61,198.14,30.72,15.14,,,21.65,,27.9,6.09,17.21,17.21,0.79,3.73,,0.6,0.56,,19.34,2.7,1.13,,,15.24,17.27,0.74,1.2,9.5,1.17,16.67,32.9,25,37.52,,18.33,,5.09,32.59,,,10,6163392835.999999,Construction Materials,Non-Energy Minerals
EXPD,,44.83,5.3,1.9,9.9,6.9,7.2,23.8,3.4,30.32,1.84,,40.45,8.4,,0.75,2.43,121.29,1.85,,41.53,62.17,0.57,0.26,,0.29,1.18,17.81,16.6,22.9,17.99,16.7,1.74,1.86,5.61,0.49,8.13,4.23,1.22,24.34,23.29,3.79,2.36,83.22,13.22,407.77,,,7.81,,9.86,7.79,25.7,25.7,1.52,2,,0.98,0.84,,24.66,2.99,1.28,,15.83,23.32,27.13,1.42,1.09,7.83,1.85,14.82,71.93,31.15,27.23,,39.13,,9.38,24.5,,,10,17516941297.0,Air Freight/Couriers,Transportation
EXPE,19.79,29.78,1.5,2.1,,,,,32.5,11.29,,,21.9,0.89,,0.37,0.87,112.1,0.79,,706.04,82.23,3.29,7.37,,,,13.8,8.09,9.95,8.84,5.61,1.17,1.24,7.25,0.04,12.42,10.92,,13.37,6.43,24.35,7.51,152.76,88.39,6.26,,,6.18,,11.8,16.81,21,11.99,,1.25,,,,,9.03,,0.62,,,6.3,17.32,,1.12,,0.79,3.37,43.74,11.79,52.48,,5.07,,15.93,196.7,,,9,15835998534.0,Other Consumer Services,Consumer Services
EXPI,,46.1,,16.9,,,,20.7,33,24.13,1.58,,38.47,14.58,,0.46,15485,12.67,1.42,,0.82,9.44,,,,,1.58,,172.22,10.11,,,,0.41,,0.48,4.06,9.25,1.58,1267,,,,15.01,7.45,,,,,,,8.86,,,,0.44,,,,,10.94,,0.27,,19.8,10.58,,,0.82,9.98,1.42,,,,,,,,10.07,633.5,,,4,2672434283.0000005,Real Estate Development,Finance
EXR,22.8,58.62,,52,21.6,14.4,12.8,11.6,13.1,61.89,7.08,10.51,58.65,1.97,,0.05,0.01,158.74,0.05,,144.03,13.6,5.39,0.83,,1.23,3.43,32.44,21.41,29.73,28.12,19.95,16.23,14.77,3.08,0.51,55.89,4.66,4.07,36.54,18.06,,8.51,176.15,72.75,2.48,,,25.46,,44.21,2.37,41.02,35.74,2.75,10.54,,1.59,0.85,21.49,19.25,1.94,0.94,,,19.05,23.82,2.38,1.37,2.37,0.05,3.27,542.59,6.11,6.62,,5.53,,,35.59,,,10,27056068653.0,Real Estate Investment Trusts,Finance
EXTR,,38.89,,172.8,,,,117.1,7.5,18.15,,5.19,30.34,1.04,,0.29,0.62,12.63,0.96,88.4,65.78,40.46,4.54,3.73,,,,66.54,33.54,17.56,17.73,13.33,1.67,1.46,1.5,0.06,8.32,6.21,,46.23,,,,14.12,59.67,2.62,,,,,3.96,25.24,,23.81,,1.38,,,,,16.86,,1.36,,,14.15,73.8,,1.74,,0.61,,30.62,4.74,,,,,7.99,,,,3,3102674223.0,Computer Peripherals,Electronic Technology
EYE,,46.19,1.2,,,,,,9.5,35.65,,,44.19,1.54,,0.4,0.16,13.61,1.01,44.25,24.2,11.08,20.47,1.1,,,,,40.09,114.06,110.75,16.13,0.98,0.86,,0.39,0.75,1.49,,54.44,1.59,13.72,,37.39,52.74,1.95,,,,,1.27,1.27,,22.68,,0.52,,,,,67.37,,,,,8.71,,,0.78,,0.69,,,,,,1.34,,3.01,,,,8,1291948341.0,Specialty Stores,Retail Trade
F,,22.25,1,12.8,58.7,13.2,77.4,,10.9,5.43,5.43,10.79,14.54,1.05,,0.33,0.23,9.71,1.17,38.51,59.15,123.17,13.69,3.51,,0.37,6.23,32.68,14.17,29.99,14.3,11.85,0.89,0.88,3.06,0.16,2.92,13.67,6.23,6.13,27.76,,,14.88,8.04,3.14,,,2.13,,2.21,0.89,10.11,5.96,,0.21,,,,,7.41,0.48,0.69,,,2.82,8.16,0.96,0.34,0.89,1,1.41,5.26,2.85,8.83,,1.9,,,7.36,,,8,50468063583.0,Motor Vehicles,Consumer Durables
FA,11.95,54.58,0.6,5.1,,,26,,,41.02,,,52.11,2.81,,2.64,0.43,16.43,4.29,,47.73,67.11,2.88,0.63,,,,39.83,14.06,20.58,8.39,10.37,3.35,3.65,2.51,0.56,17.75,5.64,,56.62,11.56,9.39,6.51,15.33,49.46,2.49,,,4.28,,9.17,2.63,74.64,16.76,,3.12,,,,,17.68,,,,,14.65,18.16,,1.46,,4.29,1.89,43.03,4.27,3.31,,3.99,,1.51,15.2,,,9,2058775455.0,Miscellaneous Commercial Services,Commercial Services
FANG,36.99,31.9,,18.7,74.6,,88.5,142.8,37.7,16.56,136.42,36.03,25.01,2.65,,0.42,0.14,185.31,0.92,6.31,26.24,35.5,1.05,0.39,,0.44,4.99,8.76,6.25,20.87,6.86,5.45,3.73,4.56,11.42,0.57,21.84,5.72,4.99,9.79,,3.22,26.16,165.88,56.55,26.74,,,36.96,,54.06,1.95,10.44,10.06,,3.83,,,,,17.58,0.93,0.77,,,5.69,13.78,,1.53,1.95,0.89,11.27,17.35,17.11,19.78,,13.61,,5.19,52.91,,,7,27850968979.0,Oil & Gas Production,Energy Minerals
FAST,12.62,45.96,0.1,7.1,11.9,9.6,10.7,10.7,9.3,25.39,4.15,,39.75,25.27,,0.36,0.5,66.4,4.39,137.25,24.73,57.57,0.3,0.15,,0.74,2.29,25.46,22.84,33.86,24.59,22.98,5.05,5.23,3.93,0.76,15.45,3.01,2.35,32.47,11.39,6.31,6.01,63.28,45.47,194.56,,,15.54,,20.46,10.87,33.03,33.03,3.67,5.11,,1.78,1.24,,33.23,4,1.33,,18.65,28.53,31.91,3.6,3.03,10.87,2.29,25.3,41.96,39.37,33.65,,30.27,,2.78,40.74,,,10,31549009389.0,Wholesale Distributors,Distribution Services
FBIN,,58.8,3.1,,,5.7,,9.1,11.9,47.9,1.59,,56.91,3.06,,0.23,0.12,73.84,1.34,131.59,74.22,45.03,3.37,1.3,,0.24,1.28,17.5,13.53,24.64,14.7,12.37,2.55,2.55,5.71,0.35,10.37,5.4,1.29,17.78,9.33,11.19,4.97,76.1,43.24,5.91,,,9.39,,15.38,3.96,20.92,18.51,3.14,1.99,,,,,18.93,,1.16,,,12.62,20.36,,1.32,,0.71,6.68,40.45,12.96,19.83,,10.29,,4.56,18.93,,,10,8120993652.0,Building Products,Producer Manufacturing
FCFS,2.16,55.52,,12.3,8,56.5,26.3,20.6,20.7,55.39,1.9,,57.51,3.05,,0.36,0.06,108.41,4.03,64.59,5.66,7.72,2.07,1.01,,0.21,1.29,16.4,7.13,18.85,14.6,11.5,2.03,2.08,6.1,0.46,11.03,7.52,1.39,18.67,25.6,17.58,6.37,122.48,48.33,4.19,,,7.17,,12.9,2.45,20.77,16.63,0.58,1.5,,1.11,0.63,,13.51,,0.83,,,11.22,43.5,0.67,0.89,,3.04,5.65,32.7,10.8,12.06,,8.08,,,27.31,,,10,4324946302.0,Finance/Rental/Leasing,Finance
